Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
2208,Sergi Samper,es ESP,MF,Las Palmas,es La Liga,22,1995,1.6,10,4,4,6,0,0,0,0,0,10,0,0
2209,Jairo Samperio,es ESP,FWMF,Las Palmas,es La Liga,24,1993,6.2,9,6,2,6,1,5,1,4,1,10,5,0
2210,Jairo Samperio,es ESP,MFFW,Mainz 05,de Bundesliga,24,1993,0.4,1,1,0,1,0,0,0,0,0,1,0,0
2211,Mario Sampirisi,it ITA,DF,Crotone,it Serie A,24,1992,24.4,44,32,29,12,3,27,14,13,43,87,116,2
2212,Mikel San José,es ESP,MF,Athletic Club,es La Liga,28,1989,23.9,52,37,19,23,10,43,13,30,41,93,30,0
2213,Antonio Sanabria,py PAR,FW,Betis,es La Liga,21,1996,9.5,8,8,0,4,4,5,0,5,4,12,6,0
2214,Renato Sanches,pt POR,MF,Swansea City,eng Premier League,19,1997,7.8,12,7,6,6,0,9,1,8,7,19,5,1
2215,Alexis Sánchez,cl CHI,MFFW,Arsenal,eng Premier League,28,1988,16.7,20,9,9,4,7,5,2,3,6,26,1,0
2216,Alexis Sánchez,cl CHI,FWMF,Manchester Utd,eng Premier League,28,1988,11.6,21,17,10,4,7,8,0,8,17,38,0,0
2217,Carlos Sánchez,co COL,MFDF,Fiorentina,it Serie A,31,1986,4.1,7,6,2,5,0,3,1,2,8,15,10,0
2218,Carlos Sánchez,co COL,MF,Espanyol,es La Liga,31,1986,12.5,25,12,6,16,3,13,5,8,18,43,24,2
2219,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,21,1996,28.2,38,24,28,9,1,26,10,16,38,76,162,0
2220,Sergio Sánchez,es ESP,DF,Espanyol,es La Liga,31,1986,1.1,4,3,4,0,0,1,0,1,3,7,3,0
2221,Víctor Sánchez,es ESP,MFDF,Espanyol,es La Liga,29,1987,27.3,106,72,56,45,5,38,14,24,79,185,73,1
2222,Jadon Sancho,eng ENG,FW,Dortmund,de Bundesliga,17,2000,7.7,5,5,2,2,1,8,0,8,5,10,2,0
2223,Sandro,br BRA,MF,Benevento,it Serie A,28,1989,12.8,29,21,15,13,1,23,16,7,18,47,43,1
2224,Alex Sandro,br BRA,DF,Juventus,it Serie A,26,1991,23.5,57,31,33,17,7,21,1,20,30,87,45,0
2225,Arona Sané,sn SEN,MFFW,Atlético Madrid,es La Liga,22,1995,0.7,1,0,1,0,0,1,0,1,0,1,0,0
2226,Lamine Sané,sn SEN,DF,Werder Bremen,de Bundesliga,30,1987,8.7,19,14,15,4,0,8,6,2,20,39,49,1
2227,Leroy Sané,de GER,FW,Manchester City,eng Premier League,21,1996,26.9,27,21,14,7,6,22,1,21,13,40,6,0
2228,Salif Sané,sn SEN,DF,Hannover 96,de Bundesliga,26,1990,32,57,43,46,10,1,49,29,20,57,114,238,6
2229,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,19,1997,17.6,72,47,35,34,3,33,7,26,24,96,19,1
2230,Younousse Sankharé,sn SEN,MF,Bordeaux,fr Ligue 1,27,1989,20.9,33,23,10,20,3,15,4,11,21,54,7,0
2231,Baissama Sankoh,gn GUI,MFDF,Caen,fr Ligue 1,25,1992,17.1,27,19,8,18,1,20,8,12,25,52,64,1
2232,Siriki Sanogo,ci CIV,MF,Benevento,it Serie A,15,2001,0.4,1,1,0,1,0,0,0,0,1,2,1,0
2233,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,24,1993,16.8,11,6,1,5,5,6,1,5,6,17,14,1
2234,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,22,1994,24.1,64,40,13,34,17,30,0,30,25,89,5,1
2235,Nicola Sansone,it ITA,FWMF,Villarreal,es La Liga,25,1991,7.1,8,4,2,4,2,1,0,1,1,9,2,0
2236,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,22,1995,28.8,59,40,25,29,5,39,8,31,43,102,48,2
2237,Ivan Santini,hr CRO,FW,Caen,fr Ligue 1,28,1989,30.9,19,12,5,8,6,13,5,8,4,23,33,0
2238,Davide Santon,it ITA,DF,Inter,it Serie A,26,1991,9.3,19,14,13,6,0,10,3,7,20,39,32,2
2239,Christian Santos,ve VEN,FW,Alavés,es La Liga,29,1988,4.8,2,0,1,0,1,2,1,1,2,4,9,0
2240,Douglas Santos,br BRA,DF,Hamburger SV,de Bundesliga,23,1994,26.4,90,60,53,34,3,63,2,61,56,146,96,1
2241,Samir Santos,br BRA,DF,Udinese,it Serie A,22,1994,28.5,55,38,35,17,3,33,16,17,75,130,161,1
2242,Antonio Santurro,do DOM,GK,Bologna,it Serie A,25,1992,1,0,0,0,0,0,0,0,0,0,0,1,0
2243,Riccardo Saponara,it ITA,MFFW,Fiorentina,it Serie A,25,1991,10,12,8,2,8,2,3,1,2,1,13,5,0
2244,Pablo Sarabia,es ESP,FWMF,Sevilla,es La Liga,25,1992,26.6,27,19,10,13,4,39,1,38,30,57,34,1
2245,Yusuf Sari,tr TUR,FW,Marseille,fr Ligue 1,18,1998,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,Bouna Sarr,sn SEN,DFFW,Marseille,fr Ligue 1,25,1992,19.9,65,42,42,20,3,20,4,16,32,97,53,2
2247,Ismaila Sarr,sn SEN,FWMF,Rennes,fr Ligue 1,19,1998,20.6,20,10,5,10,5,17,0,17,9,29,3,1
2248,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,18,1999,14.7,24,18,17,7,0,14,6,8,31,55,44,2
2249,Imanol Sarriegi,es ESP,MFFW,Eibar,es La Liga,22,1995,0.5,2,2,1,0,1,2,0,2,1,3,0,0
2250,Marco Sau,it ITA,FWMF,Cagliari,it Serie A,29,1987,14.6,9,6,2,4,3,10,0,10,9,18,1,0
2251,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,26,1991,25.5,30,20,23,7,0,38,23,15,45,75,150,1
2252,Gianluca Scamacca,it ITA,FWMF,Sassuolo,it Serie A,18,1999,0.3,0,0,0,0,0,1,0,1,0,0,0,0
2253,Fabian Schär,ch SUI,DF,La Coruña,es La Liga,25,1991,24.7,59,45,45,14,0,36,20,16,45,104,141,1
2254,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,28,1989,14.6,20,13,14,6,0,7,3,4,19,39,58,2
2255,Pasquale Schiattarella,it ITA,MF,SPAL,it Serie A,30,1987,22.1,40,31,20,15,5,7,2,5,24,64,26,0
2256,Eros Schiavon,it ITA,MFDF,SPAL,it Serie A,34,1983,4.3,6,5,2,3,1,6,2,4,2,8,4,0
2257,Patrik Schick,cz CZE,FWMF,Roma,it Serie A,21,1996,11,9,7,1,5,3,14,0,14,2,11,11,0
2258,Julian Schieber,de GER,MFFW,Hertha BSC,de Bundesliga,28,1989,0.6,1,1,0,0,1,1,0,1,0,1,2,0
2259,Christopher Schindler,de GER,DF,Huddersfield,eng Premier League,27,1990,36.3,83,61,56,27,0,54,30,24,75,158,275,1
2260,Sven Schipplock,de GER,FWMF,Hamburger SV,de Bundesliga,28,1988,3.8,7,6,1,5,1,4,0,4,1,8,3,0
2261,Jeffrey Schlupp,gh GHA,DFMF,Crystal Palace,eng Premier League,24,1992,19.4,57,36,35,20,2,34,8,26,24,81,67,0
2262,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,30,1986,32.9,1,0,1,0,0,1,0,1,0,1,18,5
2263,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,29,1988,16.6,35,27,21,12,2,27,6,21,30,65,57,1
2264,Jonathan Schmid,fr FRA,DFFW,Augsburg,de Bundesliga,27,1990,16.4,23,16,6,13,4,16,1,15,10,33,35,1
2265,Manuel Schmiedebach,de GER,MF,Hannover 96,de Bundesliga,28,1988,1.8,5,5,5,0,0,2,0,2,5,10,6,0
2266,Benno Schmitz,de GER,DF,RB Leipzig,de Bundesliga,22,1994,0.9,3,2,2,1,0,0,0,0,0,3,1,0
2267,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,27,1989,23.7,58,40,34,21,3,18,7,11,61,119,59,1
2268,Alessandro Schöpf,at AUT,DFFW,Schalke 04,de Bundesliga,23,1994,9,22,17,10,9,3,16,0,16,15,37,13,1
2269,Nico Schulz,de GER,FWMF,Hoffenheim,de Bundesliga,24,1993,19.8,40,29,17,14,9,33,5,28,23,63,24,0
2270,André Schürrle,de GER,FW,Dortmund,de Bundesliga,26,1990,13.7,22,19,8,7,7,13,1,12,7,29,7,1
2271,Julian Schuster,de GER,DFMF,Freiburg,de Bundesliga,32,1985,14.5,14,10,6,7,1,17,10,7,19,33,56,0
2272,Pirmin Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,30,1987,25.8,81,57,25,55,1,33,9,24,49,130,46,1
2273,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,25,1992,32.3,0,0,0,0,0,0,0,0,0,0,9,1
2274,Simone Scuffet,it ITA,GK,Udinese,it Serie A,21,1996,6,0,0,0,0,0,0,0,0,1,1,1,1
2275,Sergio Segura García,es ESP,DF,Leganés,es La Liga,21,1995,0.3,,2,,,,,,,1,,,
2276,Ernest Seka,gn GUI,DF,Strasbourg,fr Ligue 1,30,1987,24.2,60,47,41,14,5,25,8,17,51,111,98,1
2277,Vahid Selimović,lu LUX,DF,Metz,fr Ligue 1,20,1997,11.7,20,14,10,9,1,10,8,2,17,37,58,1
2278,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,22,1995,21,13,10,1,5,7,26,5,21,2,15,20,1
2279,Ole Selnæs,no NOR,MF,Saint-Étienne,fr Ligue 1,23,1994,22.9,73,45,29,42,2,37,15,22,34,107,53,1
2280,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,23,1993,16.6,34,25,19,11,4,16,2,14,22,56,26,1
2281,Rúben Semedo,pt POR,DFMF,Villarreal,es La Liga,23,1994,2.6,6,5,6,0,0,5,1,4,5,11,13,2
2282,Stefano Sensi,it ITA,MF,Sassuolo,it Serie A,21,1995,11.6,17,13,11,6,0,16,3,13,22,39,10,1
2283,Luigi Sepe,it ITA,GK,Napoli,it Serie A,26,1991,1,0,0,0,0,0,0,0,0,0,0,1,0
2284,Suat Serdar,de GER,MF,Mainz 05,de Bundesliga,20,1997,18.9,59,47,21,26,12,38,3,35,21,80,17,1
2285,Jean Seri,ci CIV,MF,Nice,fr Ligue 1,26,1991,29.1,25,14,9,12,4,16,4,12,26,51,15,4
2286,Julien Serrano,fr FRA,DF,Monaco,fr Ligue 1,19,1998,3.1,2,2,1,0,1,2,0,2,4,6,14,0
2287,Grégory Sertic,fr FRA,DFMF,Marseille,fr Ligue 1,27,1989,3.9,5,3,3,2,0,8,7,1,6,11,23,0
2288,Stéphane Sessègnon,bj BEN,MFFW,Montpellier,fr Ligue 1,33,1984,10.9,4,4,2,2,0,0,0,0,0,4,2,0
2289,Lee Seung-woo,kr KOR,MFFW,Hellas Verona,it Serie A,19,1998,4,3,2,0,1,2,1,0,1,2,5,0,0
2290,Stephan El Shaarawy,it ITA,FW,Roma,it Serie A,24,1992,23.9,22,16,9,8,5,16,1,15,24,46,8,0
2291,Meritan Shabani,al ALB,FW,Bayern Munich,de Bundesliga,18,1999,0.6,2,1,1,0,1,1,0,1,0,2,0,1
2292,Xherdan Shaqiri,ch SUI,MFFW,Stoke City,eng Premier League,25,1991,33.8,25,17,9,11,5,9,1,8,16,41,6,2
2293,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,22,1995,8.8,18,15,10,7,1,16,2,14,4,22,22,1
2294,Ryan Shawcross,eng ENG,DF,Stoke City,eng Premier League,29,1987,26.3,36,20,25,9,2,33,23,10,40,76,224,1
2295,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,25,1992,25.2,39,24,17,21,1,26,5,21,28,67,33,0
2296,Gaku Shibasaki,jp JPN,MFFW,Getafe,es La Liga,25,1992,11.1,21,10,8,10,3,6,1,5,19,40,9,0
2297,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,25,1992,23.9,59,39,24,27,8,20,4,16,46,105,52,1
2298,Sidnei,br BRA,DF,La Coruña,es La Liga,27,1989,19.8,41,28,30,11,0,26,9,17,31,72,101,1
2299,Jaime Sierra Mateos,es ESP,FWMF,Leganés,es La Liga,19,1998,0.3,1,1,1,0,0,0,0,0,1,2,0,0
2300,Vincent Sierro,ch SUI,MFFW,Freiburg,de Bundesliga,21,1995,2.4,8,6,2,6,0,2,1,1,4,12,0,0
2301,Gylfi Sigurðsson,is ISL,MFFW,Everton,eng Premier League,27,1989,25.1,38,26,15,14,9,37,7,30,34,72,36,0
2302,Kolbeinn Sigþórsson,is ISL,FW,Nantes,fr Ligue 1,27,1990,0.3,0,0,0,0,0,0,0,0,1,1,0,0
2303,Adrien Silva,pt POR,MF,Leicester City,eng Premier League,28,1989,8.5,22,13,8,13,1,12,2,10,14,36,0,0
2304,André Silva,pt POR,FW,Milan,it Serie A,21,1995,10.4,5,4,1,0,4,10,1,9,4,9,6,0
2305,Bernardo Silva,pt POR,FWMF,Manchester City,eng Premier League,22,1994,17,27,18,11,9,7,17,1,16,10,37,12,1
2306,David Silva,es ESP,MF,Manchester City,eng Premier League,31,1986,27,32,21,11,17,4,28,5,23,18,50,7,0
2307,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,26,1991,23.1,28,20,19,4,5,21,6,15,37,65,83,1
2308,Jonathan Silva,ar ARG,DF,Roma,it Serie A,23,1994,1.2,0,0,0,0,0,1,1,0,3,3,1,0
2309,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,32,1984,23.5,31,23,19,12,0,28,18,10,18,49,114,0
2310,Matías Silvestre,ar ARG,DF,Sampdoria,it Serie A,32,1984,34,12,8,10,1,1,33,26,7,11,23,154,3
2311,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,26,1991,2,0,0,0,0,0,0,0,0,1,1,0,0
2312,Giovanni Simeone,ar ARG,FW,Fiorentina,it Serie A,22,1995,33.3,32,23,9,17,6,27,1,26,12,44,32,0
2313,Lorenco Šimić,hr CRO,DF,SPAL,it Serie A,21,1996,3.5,5,3,5,0,0,7,4,3,11,16,15,0
2314,Stefan Simić,cz CZE,DF,Crotone,it Serie A,22,1995,6.2,13,8,11,2,0,6,3,3,10,23,44,0
2315,David Simón,es ESP,DF,Las Palmas,es La Liga,28,1988,8,24,17,11,10,3,13,4,9,22,46,11,1
2316,Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,30,1987,25.6,38,22,31,6,1,31,19,12,34,72,132,1
2317,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,20,1996,0.8,1,1,1,0,0,1,0,1,0,1,4,0
2318,Josh Sims,eng ENG,FWMF,Southampton,eng Premier League,20,1997,1.8,4,3,1,2,1,5,0,5,1,5,0,0
2319,Jerome Sinclair,eng ENG,MFFW,Watford,eng Premier League,20,1996,0.3,0,0,0,0,0,0,0,0,1,1,0,0
2320,Giovanni Sio,ci CIV,FW,Montpellier,fr Ligue 1,28,1989,24.4,14,8,2,9,3,11,0,11,6,20,23,1
2321,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,28,1988,22.9,48,33,43,5,0,27,12,15,62,110,89,0
2322,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,29,1988,4.8,1,1,1,0,0,0,0,0,0,1,5,1
2323,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,30,1987,37,0,0,0,0,0,0,0,0,1,1,35,3
2324,Moussa Sissoko,fr FRA,MFFW,Tottenham,eng Premier League,27,1989,15.4,23,17,14,5,4,11,1,10,9,32,23,1
2325,Pione Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,22,1995,28,18,12,8,6,4,12,1,11,12,30,7,1
2326,Antonio Sivera,es ESP,GK,Alavés,es La Liga,20,1996,0.7,0,0,0,0,0,0,0,0,0,0,0,0
2327,Ellyes Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,22,1995,33.9,89,54,34,47,8,59,10,49,77,166,57,4
2328,Łukasz Skorupski,pl POL,GK,Roma,it Serie A,26,1991,1,0,0,0,0,0,0,0,0,0,0,1,0
2329,Milan Škriniar,sk SVK,DF,Inter,it Serie A,22,1995,38,86,55,69,16,1,38,26,12,35,121,180,0
2330,Islam Slimani,dz ALG,FW,Leicester City,eng Premier League,29,1988,2.8,2,2,1,1,0,2,0,2,0,2,2,0
2331,Islam Slimani,dz ALG,FW,Newcastle Utd,eng Premier League,29,1988,1.5,0,0,0,0,0,0,0,0,1,1,1,0
2332,Naïm Sliti,tn TUN,FWMF,Dijon,fr Ligue 1,25,1992,25.4,47,32,20,17,10,22,2,20,13,60,7,0
2333,Chris Smalling,eng ENG,DF,Manchester Utd,eng Premier League,27,1989,28.2,40,25,28,12,0,32,28,4,63,103,162,1
2334,Adam Smith,eng ENG,DFMF,Bournemouth,eng Premier League,26,1991,23,50,36,33,16,1,46,8,38,31,81,73,0
2335,Tommy Smith,eng ENG,DF,Huddersfield,eng Premier League,25,1992,21.2,38,27,18,14,6,22,6,16,26,64,80,3
2336,Wesley Sneijder,nl NED,MFFW,Nice,fr Ligue 1,33,1984,4.4,0,0,0,0,0,1,0,1,2,2,2,1
2337,Cédric Soares,pt POR,DF,Southampton,eng Premier League,25,1991,31,54,34,40,10,4,32,8,24,24,78,109,2
2338,Ramadan Sobhi,eg EGY,MFFW,Stoke City,eng Premier League,20,1997,13.8,32,21,17,14,1,14,0,14,14,46,14,0
2339,Rubén Sobrino,es ESP,FWMF,Alavés,es La Liga,25,1992,16.3,33,24,12,16,5,19,2,17,18,51,10,0
2340,Dominic Solanke,eng ENG,FW,Liverpool,eng Premier League,19,1997,6.6,7,4,0,6,1,5,1,4,2,9,9,0
2341,Carlos Soler,es ESP,MF,Valencia,es La Liga,20,1997,26.3,51,32,21,21,9,25,1,24,5,56,19,0
2342,Somália,br BRA,MFFW,Toulouse,fr Ligue 1,28,1988,22.2,65,45,21,36,8,34,2,32,34,99,35,0
2343,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,28,1988,29.2,0,0,0,0,0,0,0,0,3,3,6,3
2344,Kévin Soni,cm CMR,MF,Girona,es La Liga,19,1998,0.2,1,1,0,1,0,0,0,0,0,1,0,0
2345,Jérémy Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,33,1983,29,32,19,24,7,1,37,24,13,53,85,152,4
2346,Oliver Sorg,de GER,DFMF,Hannover 96,de Bundesliga,27,1990,18.7,46,28,27,18,1,24,7,17,42,88,71,0
2347,David Soria,es ESP,GK,Sevilla,es La Liga,24,1993,14,1,0,1,0,0,0,0,0,2,3,13,2
2348,Roberto Soriano,it ITA,MFFW,Villarreal,es La Liga,26,1991,12.7,30,20,10,16,4,14,0,14,4,34,9,0
2349,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,38,1979,38,0,0,0,0,0,0,0,0,0,0,23,3
2350,Pape Souaré,sn SEN,DF,Crystal Palace,eng Premier League,27,1990,0.1,0,0,0,0,0,0,0,0,0,0,0,0
2351,Rayan Souici,fr FRA,MF,Saint-Étienne,fr Ligue 1,19,1998,0.1,0,0,0,0,0,1,0,1,0,0,0,0
2352,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,25,1992,13.2,9,5,7,2,0,22,16,6,16,25,50,1
2353,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,18,1999,5.7,13,9,8,5,0,8,1,7,7,20,6,1
2354,Samuel Souprayen,fr FRA,DF,Hellas Verona,it Serie A,28,1989,17.6,29,19,25,3,1,18,9,9,22,51,67,1
2355,Arnaud Souquet,fr FRA,DF,Nice,fr Ligue 1,25,1992,26.8,89,68,58,26,5,46,16,30,39,128,72,2
2356,Çağlar Söyüncü,tr TUR,DF,Freiburg,de Bundesliga,21,1996,23.9,42,26,26,15,1,30,20,10,54,96,91,2
2357,Luca Sparandeo,it ITA,DF,Benevento,it Serie A,17,1999,0.4,0,0,0,0,0,1,0,1,0,0,0,0
2358,Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,38,1979,11,0,0,0,0,0,0,0,0,1,1,4,0
2359,Leonardo Spinazzola,it ITA,DF,Atalanta,it Serie A,24,1993,16.7,14,5,9,4,1,25,6,19,18,32,44,1
2360,Nicolás Spolli,ar ARG,DF,Genoa,it Serie A,34,1983,20,27,21,24,2,1,26,17,9,36,63,120,2
2361,Marco Sportiello,it ITA,GK,Fiorentina,it Serie A,25,1992,35.6,0,0,0,0,0,0,0,0,1,1,13,4
2362,Bassem Srarfi,tn TUN,FWMF,Nice,fr Ligue 1,20,1997,9.7,17,11,6,9,2,12,0,12,7,24,6,1
2363,Kostas Stafylidis,gr GRE,DFMF,Stoke City,eng Premier League,23,1993,3.7,12,6,6,4,2,7,2,5,5,17,19,0
2364,Kostas Stafylidis,gr GRE,FWDF,Augsburg,de Bundesliga,23,1993,0.4,1,1,1,0,0,1,0,1,0,1,2,0
2365,Benjamin Stambouli,fr FRA,DFMF,Schalke 04,de Bundesliga,26,1990,24.4,95,75,45,48,2,39,7,32,64,159,76,1
2366,Junior Stanislas,eng ENG,MFFW,Bournemouth,eng Premier League,27,1989,14.3,16,8,8,4,4,21,6,15,6,22,15,0
2367,Caleb Stanko,us USA,DF,Freiburg,de Bundesliga,24,1993,2.1,2,2,1,1,0,3,0,3,1,3,8,0
2368,Niklas Stark,de GER,DFMF,Hertha BSC,de Bundesliga,22,1995,24.6,49,31,32,17,0,39,14,25,34,83,165,0
2369,Tom Starke,de GER,GK,Bayern Munich,de Bundesliga,36,1981,2,0,0,0,0,0,0,0,0,0,0,0,0
2370,Timo Stavitski,fi FIN,MFFW,Caen,fr Ligue 1,18,1999,4.5,4,3,1,1,2,7,0,7,3,7,1,0
2371,Renato Steffen,ch SUI,FWMF,Wolfsburg,de Bundesliga,25,1991,7.3,10,9,6,3,1,6,0,6,5,15,6,0
2372,Marc Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,21,1995,4.1,23,20,6,15,2,10,1,9,8,31,2,0
2373,Pascal Stenzel,de GER,MFDF,Freiburg,de Bundesliga,21,1996,21.6,62,45,35,25,2,20,3,17,35,97,51,1
2374,Dale Stephens,eng ENG,MF,Brighton,eng Premier League,28,1989,36,104,62,63,39,2,53,16,37,63,167,69,1
2375,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,23,1994,22,29,20,24,5,0,30,18,12,41,70,108,2
2376,Mariusz Stępiński,pl POL,FW,Chievo,it Serie A,22,1995,7.9,9,5,4,4,1,5,1,4,4,13,5,0
2377,Mariusz Stępiński,pl POL,FW,Nantes,fr Ligue 1,22,1995,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,22,1994,28.7,19,14,7,7,5,24,0,24,9,28,9,0
2379,Ognjen Stijepović,me MNE,FWMF,Sampdoria,it Serie A,17,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0
2380,Lars Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,28,1988,30.3,52,39,11,29,12,53,4,49,31,83,32,1
2381,Valentin Stocker,ch SUI,MF,Hertha BSC,de Bundesliga,28,1989,0.6,1,0,0,1,0,1,0,1,0,1,0,0
2382,Adrian Stoian,ro ROU,MFFW,Crotone,it Serie A,26,1991,23.7,23,19,12,10,1,29,0,29,25,48,26,0
2383,John Stones,eng ENG,DF,Manchester City,eng Premier League,23,1994,14.5,15,11,11,4,0,8,5,3,19,34,44,0
2384,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,22,1995,38,0,0,0,0,0,0,0,0,2,2,13,4
2385,Ivan Strinić,hr CRO,DF,Sampdoria,it Serie A,30,1987,13.9,35,24,22,12,1,21,2,19,22,57,46,2
2386,Tobias Strobl,de GER,MF,M'Gladbach,de Bundesliga,27,1990,1.3,3,1,0,2,1,2,0,2,6,9,2,0
2387,Kevin Strootman,nl NED,MF,Roma,it Serie A,27,1990,25.1,57,38,19,24,14,27,3,24,27,84,21,0
2388,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,26,1991,28.1,36,27,25,10,1,35,14,21,31,67,82,2
2389,Cristhian Stuani,uy URU,FW,Girona,es La Liga,30,1986,30.1,22,14,2,17,3,10,0,10,5,27,32,0
2390,Stefano Sturaro,it ITA,MFDF,Juventus,it Serie A,24,1993,6.8,17,11,5,9,3,9,2,7,5,22,18,1
2391,Daniel Sturridge,eng ENG,FW,West Brom,eng Premier League,27,1989,1.3,0,0,0,0,0,0,0,0,0,0,0,0
2392,Daniel Sturridge,eng ENG,FW,Liverpool,eng Premier League,27,1989,4.8,0,0,0,0,0,1,0,1,0,0,1,0
2393,Damián Suárez,uy URU,DF,Getafe,es La Liga,29,1988,32,86,64,54,21,11,34,8,26,46,132,76,1
2394,Denis Suárez,es ESP,MFFW,Barcelona,es La Liga,23,1994,6.6,11,9,3,8,0,7,0,7,2,13,3,0
2395,Leonardo Suárez,ar ARG,MF,Villarreal,es La Liga,21,1996,0.3,0,0,0,0,0,0,0,0,0,0,1,0
2396,Luis Suárez,uy URU,FW,Barcelona,es La Liga,30,1987,32.2,17,10,4,5,8,4,3,1,8,25,31,0
2397,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,32,1984,32.7,0,0,0,0,0,1,0,1,0,0,13,2
2398,Neven Subotić,rs SRB,DF,Saint-Étienne,fr Ligue 1,28,1988,16,23,14,16,7,0,13,9,4,18,41,96,1
2399,Neven Subotić,rs SRB,DF,Dortmund,de Bundesliga,28,1988,3,9,9,5,3,1,6,2,4,5,14,16,0
2400,Isaac Success,ng NGA,MFFW,Málaga,es La Liga,21,1996,5.5,9,7,4,4,1,2,0,2,5,14,0,0
2401,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,21,1995,21.4,34,25,25,7,2,24,16,8,33,67,58,0
2402,Ki Sung-yueng,kr KOR,MF,Swansea City,eng Premier League,28,1989,20.8,25,18,10,13,2,16,1,15,32,57,23,0
2403,Gilles Sunu,tg TOG,MFFW,Angers,fr Ligue 1,26,1991,7.3,4,4,1,3,0,7,0,7,3,7,3,0
2404,Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,30,1986,20.6,16,12,5,8,3,33,12,21,16,32,52,2
2405,Markel Susaeta,es ESP,FWMF,Athletic Club,es La Liga,29,1987,25.2,42,29,16,15,11,17,0,17,18,60,13,0
2406,Suso,es ESP,FWMF,Milan,it Serie A,23,1993,31.4,18,14,3,5,10,25,0,25,16,34,2,1
2407,Markus Suttner,at AUT,DF,Brighton,eng Premier League,30,1987,13.1,25,15,18,4,3,16,2,14,12,37,49,1
2408,Seydou Sy,sn SEN,GK,Monaco,fr Ligue 1,21,1995,2.8,0,0,0,0,0,0,0,0,0,0,2,0
2409,Issiaga Sylla,gn GUI,DFFW,Toulouse,fr Ligue 1,23,1994,17.8,44,32,22,16,6,31,4,27,34,78,65,1
2410,Moussa Sylla,fr FRA,FW,Monaco,fr Ligue 1,17,1999,3.4,0,0,0,0,0,2,0,2,0,0,1,0
2411,Ádám Szalai,hu HUN,FW,Hoffenheim,de Bundesliga,29,1987,10,8,7,1,4,3,9,2,7,0,8,10,0
2412,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,27,1990,17,0,0,0,0,0,0,0,0,0,0,4,0
2413,Alexander Søderlund,no NOR,FW,Saint-Étienne,fr Ligue 1,29,1987,4,1,1,1,0,0,1,0,1,2,3,2,0
2414,Frederik Sørensen,dk DEN,DF,Köln,de Bundesliga,25,1992,22.2,56,45,40,14,2,35,17,18,37,93,130,3
