Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s
2028,Sandro Ramírez,es ESP,FWMF,Real Sociedad,es La Liga,23,1995,24,10,1055,11.7
2029,Iván Ramis,es ESP,DF,Eibar,es La Liga,33,1984,21,20,1677,18.6
2030,Chris Ramos,es ESP,FW,Valladolid,es La Liga,21,1997,1,1,63,0.7
2031,Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,32,1986,28,28,2474,27.5
2032,Aaron Ramsey,wls WAL,MF,Arsenal,eng Premier League,27,1990,28,14,1331,14.8
2033,Kayne Ramsey,eng ENG,DF,Southampton,eng Premier League,17,2000,1,1,90,1
2034,Andrea Ranocchia,it ITA,DFFW,Inter,it Serie A,30,1988,4,0,62,0.7
2035,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,20,1997,33,26,2334,25.9
2036,Milot Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,22,1996,26,19,1550,17.2
2037,Jacob Rasmussen,dk DEN,DFMF,Empoli,it Serie A,21,1997,14,10,1016,11.3
2038,Giacomo Raspadori,it ITA,DF,Sassuolo,it Serie A,18,2000,1,0,1,0
2039,Yoric Ravet,fr FRA,FWMF,Freiburg,de Bundesliga,28,1989,4,0,75,0.8
2040,Tim Ream,us USA,DF,Fulham,eng Premier League,30,1987,26,25,2047,22.7
2041,Ante Rebić,hr CRO,FWMF,Eint Frankfurt,de Bundesliga,24,1993,28,23,1978,22
2042,Pedro Rebocho,pt POR,DF,Guingamp,fr Ligue 1,23,1995,36,36,3240,36
2043,Arkadiusz Reca,pl POL,DF,Atalanta,it Serie A,23,1995,3,0,49,0.5
2044,Recio,es ESP,MF,Leganés,es La Liga,27,1991,18,15,1285,14.3
2045,Nathan Redmond,eng ENG,MFFW,Southampton,eng Premier League,24,1994,38,36,3270,36.3
2046,Vasco Regini,it ITA,DFFW,SPAL,it Serie A,27,1990,4,1,81,0.9
2047,Sergio Reguilón,es ESP,DF,Real Madrid,es La Liga,21,1996,14,13,1119,12.4
2048,Bobby Reid,jm JAM,FWMF,Cardiff City,eng Premier League,25,1993,27,16,1424,15.8
2049,Pepe Reina,es ESP,GK,Milan,it Serie A,35,1982,4,2,330,3.7
2050,Jeff Reine-Adélaïde,fr FRA,FWMF,Angers,fr Ligue 1,20,1998,35,29,2556,28.4
2051,Karim Rekik,nl NED,DF,Hertha BSC,de Bundesliga,23,1994,24,24,2068,23
2052,Loïc Rémy,fr FRA,FW,Lille,fr Ligue 1,31,1987,26,14,1204,13.4
2053,Michael Rensing,de GER,GK,Düsseldorf,de Bundesliga,34,1984,32,32,2880,32
2054,Marco Reus,de GER,MFFW,Dortmund,de Bundesliga,29,1989,27,27,2316,25.7
2055,Elvis Rexhbeçaj,de GER,MF,Wolfsburg,de Bundesliga,20,1997,24,13,1144,12.7
2056,Diego Reyes,mx MEX,DF,Leganés,es La Liga,25,1992,6,4,320,3.6
2057,Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,27,1990,31,31,2704,30
2058,Simon Rhein,de GER,MF,Nürnberg,de Bundesliga,20,1998,8,7,494,5.5
2059,Franck Ribéry,fr FRA,MFFW,Bayern Munich,de Bundesliga,35,1983,25,10,1174,13
2060,Declan Rice,eng ENG,MF,West Ham,eng Premier League,19,1999,34,34,3003,33.4
2061,Jazz Richards,wls WAL,DFMF,Cardiff City,eng Premier League,27,1991,4,0,132,1.5
2062,Richarlison,br BRA,FWMF,Everton,eng Premier League,21,1997,35,32,2665,29.6
2063,Marco Richter,de GER,MFFW,Augsburg,de Bundesliga,20,1997,25,17,1426,15.8
2064,Diego Rico,es ESP,DFMF,Bournemouth,eng Premier League,25,1993,12,5,612,6.8
2065,Mikel Rico,es ESP,MF,Athletic Club,es La Liga,33,1984,4,3,242,2.7
2066,Sergio Rico,es ESP,GK,Fulham,eng Premier League,24,1993,29,29,2610,29
2067,Asier Riesgo,es ESP,GK,Eibar,es La Liga,34,1983,14,14,1260,14
2068,Sascha Riether,de GER,FW,Schalke 04,de Bundesliga,35,1983,1,0,2,0
2069,Emiliano Rigoni,ar ARG,FWMF,Atalanta,it Serie A,25,1993,12,6,522,5.8
2070,Luca Rigoni,it ITA,MF,Parma,it Serie A,33,1984,23,20,1761,19.6
2071,Nicola Rigoni,it ITA,MF,Chievo,it Serie A,27,1990,24,23,1951,21.7
2072,Kévin Rimane,gf GUF,MF,Paris S-G,fr Ligue 1,27,1991,1,0,5,0.1
2073,Tomás Rincón,ve VEN,MF,Torino,it Serie A,30,1988,34,32,2799,31.1
2074,Renaud Ripart,fr FRA,FWDF,Nîmes,fr Ligue 1,25,1993,38,34,3006,33.4
2075,Mihailo Ristić,rs SRB,DFMF,Montpellier,fr Ligue 1,22,1995,10,3,326,3.6
2076,Matt Ritchie,sct SCO,DFMF,Newcastle Utd,eng Premier League,28,1989,36,35,2928,32.5
2077,Cristian Rivera,es ESP,MF,Huesca,es La Liga,21,1997,22,19,1692,18.8
2078,Arjen Robben,nl NED,FWMF,Bayern Munich,de Bundesliga,34,1984,12,7,567,6.3
2079,Rober,es ESP,DF,Levante,es La Liga,23,1995,33,32,2854,31.7
2080,Sergi Roberto,es ESP,DFMF,Barcelona,es La Liga,26,1992,29,23,2088,23.2
2081,Patrick Roberts,eng ENG,MFFW,Girona,es La Liga,21,1997,19,6,601,6.7
2082,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,24,1994,36,36,3216,35.7
2083,Joel Robles,es ESP,GK,Betis,es La Liga,28,1990,5,5,450,5
2084,Marc Roca,es ESP,MF,Espanyol,es La Liga,21,1996,35,35,3112,34.6
2085,Christopher Rocchia,fr FRA,DF,Marseille,fr Ligue 1,20,1998,1,0,3,0
2086,Kenny Rocha Santos,cv CPV,MF,Saint-Étienne,fr Ligue 1,18,2000,1,0,1,0
2087,Rubén Rochina,es ESP,MF,Levante,es La Liga,27,1991,27,23,1800,20
2088,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,27,1990,12,12,923,10.3
2089,Ronny Rodelin,fr FRA,MFFW,Guingamp,fr Ligue 1,28,1989,17,8,788,8.8
2090,Rodri,es ESP,MF,Atlético Madrid,es La Liga,22,1996,34,32,2735,30.4
2091,Rodrigo,es ESP,FW,Valencia,es La Liga,27,1991,33,29,2528,28.1
2092,Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,24,1994,7,5,484,5.4
2093,Alejandro Rodríguez,es ESP,MF,Empoli,it Serie A,27,1991,1,0,25,0.3
2094,Ángel Rodríguez,es ESP,FW,Getafe,es La Liga,31,1987,37,20,1819,20.2
2095,Óscar Rodríguez Arnaiz,es ESP,MF,Leganés,es La Liga,20,1998,31,29,2504,27.8
2096,James Rodríguez,co COL,MF,Bayern Munich,de Bundesliga,27,1991,20,13,1138,12.6
2097,Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,25,1992,35,35,3047,33.9
2098,Marko Rog,hr CRO,MF,Napoli,it Serie A,23,1995,9,4,333,3.7
2099,Marko Rog,hr CRO,MF,Sevilla,es La Liga,23,1995,10,4,357,4
2100,Rogério,br BRA,DFMF,Sassuolo,it Serie A,20,1998,33,29,2672,29.7
2101,Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,28,1990,5,2,212,2.4
2102,Diego Rolán,uy URU,MFFW,Leganés,es La Liga,25,1993,6,2,215,2.4
2103,Diego Rolán,uy URU,MFFW,Alavés,es La Liga,25,1993,9,3,298,3.3
2104,Rolando,pt POR,DF,Marseille,fr Ligue 1,32,1985,10,9,804,8.9
2105,Esteban Rolón,ar ARG,MF,Genoa,it Serie A,23,1995,19,10,1046,11.6
2106,Filippo Romagna,it ITA,DF,Cagliari,it Serie A,21,1997,18,16,1474,16.4
2107,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,23,1995,32,32,2847,31.6
2108,Alaixys Romao,tg TOG,MF,Reims,fr Ligue 1,34,1984,36,36,3160,35.1
2109,Cristian Romero,ar ARG,DF,Genoa,it Serie A,20,1998,27,27,2336,26
2110,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,26,1991,31,25,2136,23.7
2111,Rômulo,it ITA,MFFW,Genoa,it Serie A,31,1987,17,17,1351,15
2112,Rômulo,it ITA,DF,Lazio,it Serie A,31,1987,10,9,776,8.6
2113,Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,33,1985,31,30,2688,29.9
2114,Facundo Roncaglia,ar ARG,DF,Valencia,es La Liga,31,1987,7,7,601,6.7
2115,Facundo Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,31,1987,12,12,1070,11.9
2116,Salomón Rondón,ve VEN,FW,Newcastle Utd,eng Premier League,28,1989,32,30,2603,28.9
2117,Valentin Rongier,fr FRA,MF,Nantes,fr Ligue 1,23,1994,36,36,3226,35.8
2118,Marten de Roon,nl NED,MF,Atalanta,it Serie A,27,1991,35,34,2975,33.1
2119,Roberto Rosales,ve VEN,DF,Espanyol,es La Liga,29,1988,21,20,1749,19.4
2120,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,28,1990,26,20,1798,20
2121,Valentin Rosier,fr FRA,DFMF,Dijon,fr Ligue 1,21,1996,18,16,1460,16.2
2122,Luca Rossettini,it ITA,DF,Chievo,it Serie A,33,1985,21,20,1823,20.3
2123,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,27,1991,1,0,1,0
2124,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,25,1993,28,28,2461,27.3
2125,Nolan Roux,fr FRA,FW,Guingamp,fr Ligue 1,30,1988,26,17,1536,17.1
2126,Aaron Rowe,eng ENG,FW,Huddersfield,eng Premier League,17,2000,2,1,69,0.8
2127,Waldo Rubio,es ESP,MF,Valladolid,es La Liga,22,1995,8,5,492,5.5
2128,John Ruddy,eng ENG,GK,Wolves,eng Premier League,31,1986,1,1,90,1
2129,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,25,1993,33,33,2871,31.9
2130,Sebastian Rudy,de GER,MF,Schalke 04,de Bundesliga,28,1990,21,17,1356,15.1
2131,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,31,1986,37,37,3330,37
2132,Daniele Rugani,it ITA,DF,Juventus,it Serie A,24,1994,15,15,1350,15
2133,Mário Rui,pt POR,DF,Napoli,it Serie A,27,1991,20,17,1417,15.7
2134,Abel Ruiz,es ESP,FW,Barcelona,es La Liga,18,2000,1,0,22,0.2
2135,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,22,1996,27,20,1992,22.1
2136,Víctor Ruiz,es ESP,DF,Villarreal,es La Liga,29,1989,22,22,1975,21.9
2137,Gerónimo Rulli,ar ARG,GK,Real Sociedad,es La Liga,26,1992,27,27,2430,27
2138,Lukas Rupp,de GER,MFDF,Hoffenheim,de Bundesliga,27,1991,1,0,25,0.3
2139,Marco Russ,de GER,DF,Eint Frankfurt,de Bundesliga,32,1985,5,3,380,4.2
2140,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,26,1992,34,34,3060,34
2141,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,25,1992,2,1,123,1.4
2142,Idriss Saadi,dz ALG,FWMF,Strasbourg,fr Ligue 1,26,1992,1,0,10,0.1
2143,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,25,1993,23,21,1908,21.2
2144,Abdelhamid Sabiri,ma MAR,FW,Huddersfield,eng Premier League,21,1996,2,1,48,0.5
2145,Marcel Sabitzer,at AUT,MF,RB Leipzig,de Bundesliga,24,1994,30,26,2352,26.1
2146,Ihsan Sacko,fr FRA,FW,Nice,fr Ligue 1,21,1997,13,4,442,4.9
2147,Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,29,1988,20,19,1476,16.4
2148,Samuel Şahin-Radlinger,at AUT,GK,Hannover 96,de Bundesliga,25,1992,1,1,90,1
2149,Wesley Saïd,fr FRA,FWMF,Dijon,fr Ligue 1,23,1995,34,25,2253,25
2150,Allan Saint-Maximin,fr FRA,FW,Nice,fr Ligue 1,21,1997,34,34,2900,32.2
2151,Théo Sainte-Luce,fr FRA,MF,Nîmes,fr Ligue 1,19,1998,1,0,1,0
2152,Romain Saïss,ma MAR,MFDF,Wolves,eng Premier League,28,1990,19,12,1149,12.8
2153,Samuel Sáiz,es ESP,MF,Getafe,es La Liga,27,1991,10,2,305,3.4
2154,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,16,2001,1,0,8,0.1
2155,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,28,1990,27,26,2374,26.4
2156,Diafra Sakho,sn SEN,FW,Rennes,fr Ligue 1,28,1989,2,2,144,1.6
2157,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,28,1990,27,27,2416,26.8
2158,Bakary Sako,ml MLI,FW,Crystal Palace,eng Premier League,30,1988,4,0,29,0.3
2159,Emiliano Sala,ar ARG,FW,Nantes,fr Ligue 1,27,1990,19,16,1369,15.2
2160,Jacopo Sala,it ITA,DF,Sampdoria,it Serie A,26,1991,21,16,1518,16.9
2161,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,26,1992,38,37,3250,36.1
2162,Bartosz Salamon,pl POL,DF,Frosinone,it Serie A,27,1991,20,19,1725,19.2
2163,Carlos Salcedo,mx MEX,DF,Eint Frankfurt,de Bundesliga,24,1993,6,6,460,5.1
2164,William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2001,16,13,1277,14.2
2165,Yannis Salibur,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,27,1991,21,9,885,9.8
2166,Yannis Salibur,fr FRA,MF,Guingamp,fr Ligue 1,27,1991,1,0,16,0.2
2167,Roland Sallai,hu HUN,MF,Freiburg,de Bundesliga,21,1997,10,5,527,5.9
2168,Edgar Salli,cm CMR,FWMF,Nürnberg,de Bundesliga,25,1992,3,1,116,1.3
2169,Brice Samba,cg CGO,GK,Caen,fr Ligue 1,24,1994,38,38,3420,38
2170,Junior Sambia,fr FRA,MFFW,Montpellier,fr Ligue 1,21,1996,30,7,926,10.3
2171,Paolo Sammarco,it ITA,MF,Frosinone,it Serie A,35,1983,8,6,553,6.1
2172,Frédéric Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,32,1986,14,6,538,6
2173,Mikel San José,es ESP,MF,Athletic Club,es La Liga,29,1989,33,16,1733,19.3
2174,Antonio Sanabria,py PAR,FW,Genoa,it Serie A,22,1996,15,9,766,8.5
2175,Antonio Sanabria,py PAR,FW,Betis,es La Liga,22,1996,15,8,811,9
2176,Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,20,1997,17,4,577,6.4
2177,Alexis Sánchez,cl CHI,FWMF,Manchester Utd,eng Premier League,29,1988,20,9,880,9.8
2178,Carlos Sánchez,co COL,MF,West Ham,eng Premier League,32,1986,7,2,245,2.7
2179,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,22,1996,23,22,1942,21.6
2180,Javi Sánchez,es ESP,DF,Real Madrid,es La Liga,21,1997,1,0,46,0.5
2181,Víctor Sánchez,es ESP,MF,Espanyol,es La Liga,30,1987,24,13,1265,14.1
2182,Jadon Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,18,2000,34,26,2461,27.3
2183,Sandro,br BRA,MF,Udinese,it Serie A,29,1989,12,7,594,6.6
2184,Sandro,br BRA,MF,Genoa,it Serie A,29,1989,13,9,711,7.9
2185,Alex Sandro,br BRA,DF,Juventus,it Serie A,27,1991,31,28,2387,26.5
2186,Leroy Sané,de GER,FW,Manchester City,eng Premier League,22,1996,31,21,1867,20.7
2187,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,27,1990,30,29,2614,29
2188,Luca Sangalli,es ESP,MFFW,Real Sociedad,es La Liga,23,1995,18,12,999,11.1
2189,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,20,1997,28,27,2467,27.4
2190,Younousse Sankharé,sn SEN,MF,Bordeaux,fr Ligue 1,28,1989,22,17,1476,16.4
2191,Baissama Sankoh,gn GUI,MFFW,Caen,fr Ligue 1,26,1992,15,6,651,7.2
2192,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,25,1993,21,13,1243,13.8
2193,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,23,1994,33,27,2403,26.7
2194,Nicola Sansone,it ITA,FW,Bologna,it Serie A,26,1991,15,13,1139,12.7
2195,Nicola Sansone,it ITA,FWMF,Villarreal,es La Liga,26,1991,3,0,37,0.4
2196,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,23,1995,38,37,3245,36.1
2197,Roberto Santamaría,es ESP,GK,Huesca,es La Liga,33,1985,20,20,1800,20
2198,Federico Santander,py PAR,FW,Bologna,it Serie A,27,1991,32,23,2065,22.9
2199,Davide Santon,it ITA,DF,Roma,it Serie A,27,1991,17,11,1009,11.2
2200,Michael Santos,uy URU,FWMF,Leganés,es La Liga,25,1993,16,5,557,6.2
2201,Samir Santos,br BRA,DF,Udinese,it Serie A,23,1994,21,21,1797,20
2202,Riccardo Saponara,it ITA,MF,Sampdoria,it Serie A,26,1991,22,11,905,10.1
2203,Pablo Sarabia,es ESP,MFFW,Sevilla,es La Liga,26,1992,33,30,2724,30.3
2204,Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,20,1998,9,7,653,7.3
2205,Josh Sargent,us USA,FW,Werder Bremen,de Bundesliga,18,2000,10,1,212,2.4
2206,Bouna Sarr,sn SEN,DFMF,Marseille,fr Ligue 1,26,1992,29,25,2242,24.9
2207,Ismaila Sarr,sn SEN,FWMF,Rennes,fr Ligue 1,20,1998,35,32,2788,31
2208,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,19,1999,35,34,2994,33.3
2209,Lluís Sastre,es ESP,MF,Huesca,es La Liga,32,1986,4,1,120,1.3
2210,Marco Sau,it ITA,MFFW,Sampdoria,it Serie A,30,1987,5,0,55,0.6
2211,Marco Sau,it ITA,FWMF,Cagliari,it Serie A,30,1987,14,5,558,6.2
2212,Téji Savanier,fr FRA,MF,Nîmes,fr Ligue 1,26,1991,32,32,2864,31.8
2213,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,27,1991,18,17,1398,15.5
2214,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,26,1991,24,22,1999,22.2
2215,Ezequiel Schelotto,it ITA,DF,Chievo,it Serie A,29,1989,4,2,143,1.6
2216,Nicolás Schiappacasse,uy URU,FWMF,Parma,it Serie A,19,1999,3,1,81,0.9
2217,Pasquale Schiattarella,it ITA,MF,SPAL,it Serie A,31,1987,28,20,1841,20.5
2218,Patrik Schick,cz CZE,FWMF,Roma,it Serie A,22,1996,24,15,1314,14.6
2219,Julian Schieber,de GER,FW,Augsburg,de Bundesliga,29,1989,9,3,258,2.9
2220,Christopher Schindler,de GER,DF,Huddersfield,eng Premier League,28,1990,37,37,3260,36.2
2221,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1997,9,8,773,8.6
2222,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,18,1999,4,2,226,2.5
2223,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,25,1992,30,18,1670,18.6
2224,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,31,1986,38,38,3420,38
2225,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,30,1988,9,6,566,6.3
2226,Jonathan Schmid,fr FRA,DF,Augsburg,de Bundesliga,28,1990,28,28,2520,28
2227,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,28,1989,14,10,834,9.3
2228,Alessandro Schöpf,at AUT,MFDF,Schalke 04,de Bundesliga,24,1994,15,11,1004,11.2
2229,Nico Schulz,de GER,DF,Hoffenheim,de Bundesliga,25,1993,30,29,2537,28.2
2230,André Schürrle,de GER,FWMF,Fulham,eng Premier League,27,1990,24,21,1641,18.2
2231,Pirmin Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,31,1987,27,25,2075,23.1
2232,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,26,1992,33,33,2970,33
2233,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,30,1988,22,17,1459,16.2
2234,Simone Scuffet,it ITA,GK,Udinese,it Serie A,22,1996,9,9,810,9
2235,Andrea Seculin,it ITA,GK,Chievo,it Serie A,28,1990,2,1,91,1
2236,Stanley Segarel,fr FRA,FW,Amiens,fr Ligue 1,24,1994,3,0,15,0.2
2237,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,23,1995,30,16,1739,19.3
2238,Ole Selnæs,no NOR,MF,Saint-Étienne,fr Ligue 1,24,1994,20,19,1669,18.5
2239,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,26,1992,37,37,3330,37
2240,Ken Sema,se SWE,MFFW,Watford,eng Premier League,24,1993,17,9,754,8.4
2241,Alfa Semedo,gw GNB,MF,Espanyol,es La Liga,20,1997,3,0,45,0.5
2242,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,24,1993,26,20,1600,17.8
2243,Rúben Semedo,pt POR,DF,Huesca,es La Liga,24,1994,11,9,850,9.4
2244,Adrian Šemper,hr CRO,GK,Chievo,it Serie A,20,1998,6,6,540,6
2245,Stefano Sensi,it ITA,MF,Sassuolo,it Serie A,22,1995,28,23,1972,21.9
2246,Luigi Sepe,it ITA,GK,Parma,it Serie A,27,1991,37,37,3330,37
2247,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,21,1997,26,20,1729,19.2
2248,Jean Seri,ci CIV,MF,Fulham,eng Premier League,27,1991,32,27,2244,24.9
2249,Leonardo Sernicola,it ITA,FW,Sassuolo,it Serie A,21,1997,1,0,6,0.1
2250,Julien Serrano,fr FRA,MFDF,Monaco,fr Ligue 1,20,1998,3,1,119,1.3
2251,Grégory Sertic,fr FRA,MF,Marseille,fr Ligue 1,28,1989,4,1,108,1.2
2252,Ryan Sessegnon,eng ENG,FWDF,Fulham,eng Premier League,18,2000,35,26,2300,25.6
2253,Paik Seung-ho,kr KOR,FWMF,Girona,es La Liga,21,1997,3,0,60,0.7
2254,Stephan El Shaarawy,it ITA,FWMF,Roma,it Serie A,25,1992,28,23,2104,23.4
2255,Meritan Shabani,al ALB,MF,Bayern Munich,de Bundesliga,19,1999,1,0,1,0
2256,Xherdan Shaqiri,ch SUI,FWMF,Liverpool,eng Premier League,26,1991,24,11,1064,11.8
2257,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,23,1995,29,29,2591,28.8
2258,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,26,1992,16,10,948,10.5
2259,Gaku Shibasaki,jp JPN,MFFW,Getafe,es La Liga,26,1992,7,5,389,4.3
2260,Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18,18,1620,18
2261,Djibril Sidibé,fr FRA,DFMF,Monaco,fr Ligue 1,26,1992,26,22,2076,23.1
2262,Kalidou Sidibé,fr FRA,MF,Toulouse,fr Ligue 1,19,1999,20,18,1259,14
2263,Sidnei,br BRA,DF,Betis,es La Liga,28,1989,24,20,1742,19.4
2264,Francisco Sierralta,cl CHI,DF,Parma,it Serie A,21,1997,6,2,269,3
2265,Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,28,1989,38,36,3117,34.6
2266,Luca Siligardi,it ITA,FW,Parma,it Serie A,30,1988,29,19,1639,18.2
2267,Adrien Silva,pt POR,MF,Leicester City,eng Premier League,29,1989,2,1,88,1
2268,Adrien Silva,pt POR,MF,Monaco,fr Ligue 1,29,1989,15,13,1184,13.2
2269,André Silva,pt POR,FW,Sevilla,es La Liga,22,1995,27,25,2159,24
2270,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,23,1994,36,31,2854,31.7
2271,David Silva,es ESP,MF,Manchester City,eng Premier League,32,1986,33,28,2401,26.7
2272,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,27,1991,19,16,1429,15.9
2273,Jonathan Silva,ar ARG,DFFW,Leganés,es La Liga,24,1994,30,30,2700,30
2274,Matheus Pereira da Silva,br BRA,MF,Juventus,it Serie A,20,1998,3,1,92,1
2275,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,25,24,2077,23.1
2276,Xande Silva,pt POR,FW,West Ham,eng Premier League,21,1997,1,0,18,0.2
2277,Matías Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34,34,3060,34
2278,Giovanni Simeone,ar ARG,FW,Fiorentina,it Serie A,23,1995,36,27,2454,27.3
2279,Lorenco Šimić,hr CRO,DF,SPAL,it Serie A,22,1996,8,2,238,2.6
2280,Moses Simon,ng NGA,DFMF,Levante,es La Liga,23,1995,19,8,785,8.7
2281,Unai Simón,es ESP,GK,Athletic Club,es La Liga,21,1997,7,7,630,7
2282,Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,31,1987,6,3,292,3.2
2283,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,1996,6,4,403,4.5
2284,Josh Sims,eng ENG,MF,Southampton,eng Premier League,21,1997,7,2,212,2.4
2285,Giovanni Sio,ci CIV,FW,Montpellier,fr Ligue 1,29,1989,1,1,63,0.7
2286,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,29,1988,34,34,2962,32.9
2287,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,31,1987,36,36,3169,35.2
2288,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,20,1997,32,30,2665,29.6
2289,Moussa Sissoko,fr FRA,MFFW,Tottenham,eng Premier League,28,1989,29,27,2330,25.9
2290,Pione Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,23,1995,25,8,844,9.4
2291,Antonio Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3,3,270,3
2292,Ellyes Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,23,1995,37,35,3090,34.3
2293,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,17,2000,8,2,220,2.4
2294,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38,38,3420,38
2295,Milan Škriniar,sk SVK,DF,Inter,it Serie A,23,1995,35,35,3150,35
2296,Steven Skrzybski,de GER,FWMF,Schalke 04,de Bundesliga,25,1992,12,8,664,7.4
2297,Petar Škuletić,rs SRB,FW,Montpellier,fr Ligue 1,28,1990,28,4,603,6.7
2298,Callum Slattery,eng ENG,MF,Southampton,eng Premier League,19,1999,3,1,112,1.2
2299,Naïm Sliti,tn TUN,MFFW,Dijon,fr Ligue 1,26,1992,35,25,2286,25.4
2300,Chris Smalling,eng ENG,DF,Manchester Utd,eng Premier League,28,1989,24,24,2127,23.6
2301,Adam Smith,eng ENG,DFMF,Bournemouth,eng Premier League,27,1991,25,25,2066,23
2302,Emile Smith Rowe,eng ENG,MF,RB Leipzig,de Bundesliga,18,2000,3,0,29,0.3
2303,Tommy Smith,eng ENG,DF,Huddersfield,eng Premier League,26,1992,15,13,1141,12.7
2304,Robert Snodgrass,sct SCO,MF,West Ham,eng Premier League,30,1987,33,25,2220,24.7
2305,Cédric Soares,pt POR,DF,Southampton,eng Premier League,26,1991,18,16,1495,16.6
2306,Cédric Soares,pt POR,DF,Inter,it Serie A,26,1991,4,3,259,2.9
2307,Ramadan Sobhi,eg EGY,FWMF,Huddersfield,eng Premier League,21,1997,4,0,79,0.9
2308,Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,24,1994,14,11,942,10.5
2309,Rubén Sobrino,es ESP,FWMF,Alavés,es La Liga,26,1992,20,10,965,10.7
2310,Rubén Sobrino,es ESP,FWMF,Valencia,es La Liga,26,1992,4,2,193,2.1
