Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt
Louis Beyer,de GER,DF,M'Gladbach,de Bundesliga,21,2000,15.4,0,7,0,0.0,0.46,0.00,0.00,,13.1,0,0,0
Bartosz Bialek,pl POL,FWDF,Wolfsburg,de Bundesliga,19,2001,2.0,0,6,2,33.3,3.03,1.01,0.00,0.00,13.7,0,0,0
Giulian Biancone,fr FRA,DFMF,Troyes,fr Ligue 1,21,2000,25.5,1,28,9,32.1,1.10,0.35,0.04,0.11,18.3,1,0,0
Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,31,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Mads Bidstrup,dk DEN,MF,Brentford,eng Premier League,20,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0
Pedro Bigas,es ESP,DF,Elche,es La Liga,30,1990,17.2,1,12,3,25.0,0.70,0.17,0.08,0.33,20.6,1,0,0
El Bilal Touré,ml MLI,FW,Reims,fr Ligue 1,19,2001,13.3,2,32,10,31.3,2.41,0.75,0.03,0.10,14.0,0,1,1
Jean-Claude Billong,cm CMR,DF,Clermont Foot,fr Ligue 1,27,1993,10.9,0,5,1,20.0,0.46,0.09,0.00,0.00,10.8,0,0,0
Luis Binks,eng ENG,DF,Bologna,it Serie A,19,2001,7.2,0,2,0,0.0,0.28,0.00,0.00,,21.7,0,0,0
Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,28,1992,35.0,4,36,16,44.4,1.03,0.46,0.08,0.19,25.4,14,1,2
Davide Biraschi,it ITA,DF,Genoa,it Serie A,27,1994,10.3,0,3,0,0.0,0.29,0.00,0.00,,24.0,0,0,0
Tom Bischof,de GER,MF,Hoffenheim,de Bundesliga,16,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0
Yves Bissouma,ml MLI,MF,Brighton,eng Premier League,24,1996,23.5,1,21,5,23.8,0.90,0.21,0.05,0.20,25.3,1,0,0
Nathan Bitu Mazala,fr FRA,DF,Paris S-G,fr Ligue 1,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Marco Bizot,nl NED,GK,Brest,fr Ligue 1,30,1991,38.0,0,0,0,,0.00,0.00,,,,0,0,0
Bjarki Bjarkason,is ISL,MF,Venezia,it Serie A,21,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Blanco,es ESP,MF,Real Madrid,es La Liga,21,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0
Ludovic Blas,fr FRA,MFFW,Nantes,fr Ligue 1,23,1997,32.9,10,85,32,37.6,2.58,0.97,0.06,0.16,20.6,1,5,5
Danny Blum,de GER,FW,Bochum,de Bundesliga,30,1991,3.8,2,11,5,45.5,2.86,1.30,0.18,0.40,16.5,1,0,0
Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,20,2001,10.7,4,21,8,38.1,1.97,0.75,0.19,0.50,10.5,0,0,0
Jérôme Boateng,de GER,DF,Lyon,fr Ligue 1,32,1988,18.0,0,5,3,60.0,0.28,0.17,0.00,0.00,17.9,0,0,0
Kevin-Prince Boateng,gh GHA,MFFW,Hertha BSC,de Bundesliga,34,1987,7.7,0,10,2,20.0,1.29,0.26,0.00,0.00,22.5,0,0,0
Antonin Bobichon,fr FRA,MFFW,Angers,fr Ligue 1,25,1995,0.4,0,0,0,,0.00,0.00,,,,0,0,0
Herbert Bockhorn,de GER,DF,Bochum,de Bundesliga,26,1995,9.4,0,7,2,28.6,0.74,0.21,0.00,0.00,23.4,1,0,0
Jean-Paul Boëtius,nl NED,MF,Mainz 05,de Bundesliga,27,1994,20.0,2,24,8,33.3,1.20,0.40,0.08,0.25,24.4,1,0,0
Jeremie Boga,ci CIV,FWMF,Atalanta,it Serie A,24,1997,8.5,0,21,5,23.8,2.47,0.59,0.00,0.00,18.5,0,0,0
Jeremie Boga,ci CIV,FWMF,Sassuolo,it Serie A,24,1997,7.4,0,15,5,33.3,2.01,0.67,0.00,0.00,20.2,0,0,0
Luka Bogdan,hr CRO,DF,Salernitana,it Serie A,25,1996,4.4,0,2,0,0.0,0.45,0.00,0.00,,14.9,0,0,0
Emil Bohinen,no NOR,MF,Salernitana,it Serie A,22,1999,7.8,0,4,3,75.0,0.52,0.39,0.00,0.00,22.7,0,0,0
Quentin Boisgard,fr FRA,MFFW,Lorient,fr Ligue 1,24,1997,10.6,1,16,8,50.0,1.50,0.75,0.06,0.13,24.6,1,0,0
Charles Boli,fr FRA,MFDF,Lens,fr Ligue 1,22,1998,0.4,0,0,0,,0.00,0.00,,,,0,0,0
Willy Boly,ci CIV,DF,Wolves,eng Premier League,30,1991,10.0,0,2,1,50.0,0.20,0.10,0.00,0.00,9.4,0,0,0
Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,31,1989,25.2,4,46,14,30.4,1.83,0.56,0.09,0.29,17.9,1,0,0
Federico Bonazzoli,it ITA,FWMF,Salernitana,it Serie A,24,1997,20.7,10,55,20,36.4,2.65,0.96,0.15,0.40,17.8,1,2,2
Tarsis Bonga,de GER,MFFW,Bochum,de Bundesliga,24,1997,0.2,0,3,1,33.3,15.88,5.29,0.00,0.00,14.9,0,0,0
Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,25,1996,13.4,0,9,0,0.0,0.67,0.00,0.00,,14.5,0,0,0
Solomon Bonnah,nl NED,DF,RB Leipzig,de Bundesliga,17,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,34,1987,22.3,5,14,3,21.4,0.63,0.13,0.14,0.67,10.7,0,3,3
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,22,1999,22.3,1,13,4,30.8,0.58,0.18,0.08,0.25,11.0,0,0,0
Rafael Borré,co COL,FW,Eint Frankfurt,de Bundesliga,25,1995,26.4,8,53,24,45.3,2.01,0.91,0.15,0.33,14.5,0,0,0
Sven Botman,nl NED,DF,Lille,fr Ligue 1,21,2000,25.0,3,15,5,33.3,0.60,0.20,0.20,0.60,10.8,0,0,0
Denis Bouanga,ga GAB,FWMF,Saint-Étienne,fr Ligue 1,26,1994,27.1,9,84,30,35.7,3.10,1.11,0.11,0.30,18.9,4,0,0
Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,21,1999,18.0,3,16,5,31.3,0.89,0.28,0.19,0.60,18.1,0,0,0
Ryad Boudebouz,dz ALG,MFFW,Saint-Étienne,fr Ligue 1,31,1990,25.0,3,27,9,33.3,1.08,0.36,0.07,0.22,24.7,7,1,1
Sofiane Boufal,ma MAR,FWMF,Angers,fr Ligue 1,27,1993,25.9,8,60,24,40.0,2.32,0.93,0.08,0.21,21.7,10,3,3
Farid Boulaya,dz ALG,MFFW,Metz,fr Ligue 1,28,1993,17.0,4,19,6,31.6,1.12,0.35,0.21,0.67,24.2,6,0,0
Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,30,1991,31.0,0,0,0,,0.00,0.00,,,,0,0,0
Ismaëlben Boura,fr FRA,DF,Lens,fr Ligue 1,20,2000,1.1,0,1,0,0.0,0.95,0.00,0.00,,32.3,0,0,0
Mehdi Bourabia,ma MAR,MF,Spezia,it Serie A,29,1991,3.1,1,1,1,100.0,0.32,0.32,1.00,1.00,27.4,0,0,0
Benjamin Bourigeaud,fr FRA,FWMF,Rennes,fr Ligue 1,27,1994,35.5,11,51,21,41.2,1.44,0.59,0.22,0.52,17.3,8,0,0
Redwan Bourles,fr FRA,MFFW,Lorient,fr Ligue 1,18,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0
Edoardo Bove,it ITA,MFDF,Roma,it Serie A,19,2002,0.8,1,1,1,100.0,1.32,1.32,1.00,1.00,16.4,0,0,0
Jarrod Bowen,eng ENG,FW,West Ham,eng Premier League,24,1996,33.1,12,79,34,43.0,2.38,1.03,0.15,0.35,15.7,0,0,0
Dedryck Boyata,be BEL,DF,Hertha BSC,de Bundesliga,30,1990,21.1,0,10,2,20.0,0.47,0.09,0.00,0.00,9.7,0,0,0
Lucas Boyé,ar ARG,FW,Elche,es La Liga,25,1996,19.0,7,49,16,32.7,2.57,0.84,0.14,0.44,16.2,2,0,0
Domagoj Bradarić,hr CRO,DF,Lille,fr Ligue 1,21,1999,4.6,0,1,0,0.0,0.22,0.00,0.00,,21.5,0,0,0
Bilal Brahimi,dz ALG,MF,Nice,fr Ligue 1,21,2000,4.2,0,4,0,0.0,0.95,0.00,0.00,,14.5,0,0,0
Bilal Brahimi,dz ALG,FW,Angers,fr Ligue 1,21,2000,3.8,0,6,2,33.3,1.60,0.53,0.00,0.00,17.7,0,0,0
Martin Braithwaite,dk DEN,FW,Barcelona,es La Liga,30,1991,2.6,2,7,3,42.9,2.68,1.15,0.29,0.67,12.0,0,0,0
Julian Brandt,de GER,MFFW,Dortmund,de Bundesliga,25,1996,23.1,9,34,15,44.1,1.47,0.65,0.26,0.60,17.1,0,0,0
Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,19,2002,4.3,1,3,2,66.7,0.70,0.46,0.33,0.50,14.0,0,0,0
Darko Brašanac,rs SRB,MF,Osasuna,es La Liga,29,1992,26.7,1,17,5,29.4,0.64,0.19,0.06,0.20,14.8,0,0,0
Lilian Brassier,fr FRA,DF,Brest,fr Ligue 1,21,1999,25.1,1,11,2,18.2,0.44,0.08,0.09,0.50,18.5,0,0,0
Claudio Bravo,cl CHI,GK,Betis,es La Liga,38,1983,16.2,0,0,0,,0.00,0.00,,,,0,0,0
Iker Bravo,es ESP,FW,Leverkusen,de Bundesliga,16,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Fabian Bredlow,de GER,GK,Stuttgart,de Bundesliga,26,1995,4.0,0,0,0,,0.00,0.00,,,,0,0,0
Josip Brekalo,hr CRO,MF,Torino,it Serie A,23,1998,25.4,7,44,17,38.6,1.73,0.67,0.16,0.41,19.4,2,0,0
Josip Brekalo,hr CRO,FW,Wolfsburg,de Bundesliga,23,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0
Gleison Bremer,br BRA,DF,Torino,it Serie A,24,1997,32.1,3,27,10,37.0,0.84,0.31,0.11,0.30,10.0,0,0,0
Jimmy Briand,fr FRA,FWMF,Bordeaux,fr Ligue 1,35,1985,2.5,2,8,2,25.0,3.19,0.80,0.13,0.50,17.2,0,1,2
Yan Brice Eteki,cm CMR,MF,Granada,es La Liga,23,1997,3.8,0,1,0,0.0,0.26,0.00,0.00,,13.1,0,0,0
Brian Brobbey,nl NED,FWMF,RB Leipzig,de Bundesliga,19,2002,1.5,0,4,0,0.0,2.75,0.00,0.00,,8.1,0,0,0
Armando Broja,al ALB,FW,Southampton,eng Premier League,19,2001,21.9,6,45,19,42.2,2.05,0.87,0.13,0.32,13.0,0,0,0
Dylan Bronn,tn TUN,DF,Metz,fr Ligue 1,26,1995,28.3,1,15,7,46.7,0.53,0.25,0.07,0.14,13.6,0,0,0
John Brooks,us USA,DF,Wolfsburg,de Bundesliga,28,1993,29.1,1,11,1,9.1,0.38,0.03,0.09,1.00,14.6,0,0,0
Daniel Brosinski,de GER,DF,Mainz 05,de Bundesliga,33,1988,4.3,0,1,0,0.0,0.23,0.00,0.00,,38.7,0,0,0
Josh Brownhill,eng ENG,MF,Burnley,eng Premier League,25,1995,32.8,2,29,9,31.0,0.88,0.27,0.07,0.22,23.8,4,0,0
Marcelo Brozović,hr CRO,MF,Inter,it Serie A,28,1992,32.6,2,32,13,40.6,0.98,0.40,0.06,0.15,22.3,0,0,0
Cédric Brunner,ch SUI,DF,Arminia,de Bundesliga,27,1994,24.3,0,10,0,0.0,0.41,0.00,0.00,,27.3,0,0,0
Lewis Brunt,eng ENG,MF,Leicester City,eng Premier League,20,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0
Jacob Bruun Larsen,dk DEN,FWMF,Hoffenheim,de Bundesliga,22,1998,9.0,4,18,7,38.9,2.00,0.78,0.22,0.57,12.3,0,0,0
Bryan,es ESP,FWMF,Tottenham,eng Premier League,20,2001,1.0,0,1,1,100.0,0.96,0.96,0.00,0.00,15.6,0,0,0
Bryan,es ESP,MFFW,Valencia,es La Liga,20,2001,8.4,0,11,2,18.2,1.31,0.24,0.00,0.00,16.3,0,0,0
Ante Budimir,hr CRO,FW,Osasuna,es La Liga,30,1991,19.3,8,43,19,44.2,2.23,0.98,0.14,0.32,12.3,0,2,2
Emi Buendía,ar ARG,MFFW,Aston Villa,eng Premier League,24,1996,21.1,4,44,13,29.5,2.09,0.62,0.09,0.31,17.9,0,0,0
Osman Bukari,gh GHA,FWMF,Nantes,fr Ligue 1,22,1998,11.2,2,20,9,45.0,1.78,0.80,0.10,0.22,18.2,0,0,0
Aleksander Buksa,pl POL,FW,Genoa,it Serie A,18,2003,0.7,0,0,0,,0.00,0.00,,,,0,0,0
Alessandro Buongiorno,it ITA,DF,Torino,it Serie A,22,1999,13.1,0,6,1,16.7,0.46,0.08,0.00,0.00,8.8,0,0,0
Sascha Burchert,de GER,GK,Greuther Fürth,de Bundesliga,31,1989,14.0,0,0,0,,0.00,0.00,,,,0,0,0
Delano Burgzorg,nl NED,MF,Mainz 05,de Bundesliga,22,1998,0.3,1,2,1,50.0,6.67,3.33,0.50,1.00,12.1,0,0,0
Jonathan Burkardt,de GER,FWMF,Mainz 05,de Bundesliga,21,2000,29.0,11,78,33,42.3,2.69,1.14,0.13,0.30,14.4,0,1,1
Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,30,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0
Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,29,1992,16.0,0,11,1,9.1,0.69,0.06,0.00,0.00,10.3,0,0,0
Dan Burn,eng ENG,DF,Brighton,eng Premier League,29,1992,11.4,1,7,3,42.9,0.62,0.26,0.14,0.33,8.4,0,0,0
Maxime Busi,be BEL,DF,Reims,fr Ligue 1,21,1999,14.4,1,6,2,33.3,0.42,0.14,0.17,0.50,13.6,0,0,0
Gianluca Busio,us USA,MF,Venezia,it Serie A,19,2002,21.7,1,14,5,35.7,0.65,0.23,0.07,0.20,20.3,1,0,0
Oriol Busquets,es ESP,MF,Clermont Foot,fr Ligue 1,22,1999,2.2,0,1,0,0.0,0.45,0.00,0.00,,23.9,0,0,0
Sergio Busquets,es ESP,MF,Barcelona,es La Liga,33,1988,35.5,2,14,4,28.6,0.39,0.11,0.14,0.50,21.3,0,0,0
Jack Butland,eng ENG,GK,Crystal Palace,eng Premier League,28,1993,8.5,0,0,0,,0.00,0.00,,,,0,0,0
Adrián Butzke,es ESP,FW,Granada,es La Liga,22,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,21,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0
Jamie Bynoe-Gittens,eng ENG,FW,Dortmund,de Bundesliga,16,2004,1.5,0,1,1,100.0,0.67,0.67,0.00,0.00,13.4,0,0,0
Sam Byram,eng ENG,DF,Norwich City,eng Premier League,27,1993,11.4,0,7,1,14.3,0.61,0.09,0.00,0.00,10.1,0,0,0
Erick Cabaco,uy URU,DF,Getafe,es La Liga,26,1995,4.5,0,1,0,0.0,0.22,0.00,0.00,,11.1,0,0,0
Willy Caballero,ar ARG,GK,Southampton,eng Premier League,39,1981,2.0,0,0,0,,0.00,0.00,,,,0,0,0
Rémy Cabella,fr FRA,MFFW,Montpellier,fr Ligue 1,31,1990,3.5,0,2,0,0.0,0.58,0.00,0.00,,10.3,0,0,0
Jimmy Cabot,fr FRA,DF,Angers,fr Ligue 1,27,1994,22.3,0,11,3,27.3,0.49,0.13,0.00,0.00,22.4,0,0,0
Jovane Cabral,cv CPV,FW,Lazio,it Serie A,23,1998,2.1,1,6,1,16.7,2.84,0.47,0.17,1.00,14.0,0,0,0
Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,30,1991,37.0,2,18,6,33.3,0.49,0.16,0.11,0.33,11.7,0,0,0
Liberato Cacace,nz NZL,DF,Empoli,it Serie A,20,2000,5.2,0,1,0,0.0,0.19,0.00,0.00,,15.9,0,0,0
Martín Cáceres,uy URU,DF,Cagliari,it Serie A,34,1987,9.2,1,7,1,14.3,0.76,0.11,0.14,1.00,19.5,0,0,0
Martín Cáceres,uy URU,DF,Levante,es La Liga,34,1987,7.4,0,0,0,,0.00,0.00,,,,0,0,0
Anthony Caci,fr FRA,DF,Strasbourg,fr Ligue 1,24,1997,26.6,1,15,4,26.7,0.56,0.15,0.07,0.25,18.1,0,0,0
Mathieu Cafaro,fr FRA,MFFW,Reims,fr Ligue 1,24,1997,2.1,0,6,2,33.3,2.81,0.94,0.00,0.00,22.5,1,0,0
Yannick Cahuzac,fr FRA,MF,Lens,fr Ligue 1,36,1985,6.9,0,1,0,0.0,0.15,0.00,0.00,,17.0,0,0,0
Felipe Caicedo,ec ECU,FW,Genoa,it Serie A,32,1988,3.2,1,12,3,25.0,3.80,0.95,0.08,0.33,14.0,0,0,0
Felipe Caicedo,ec ECU,FWDF,Inter,it Serie A,32,1988,0.3,0,0,0,,0.00,0.00,,,,0,0,0
Moisés Caicedo,ec ECU,MF,Brighton,eng Premier League,19,2001,7.3,1,10,4,40.0,1.36,0.55,0.10,0.25,18.4,0,0,0
Marc-Aurèle Caillard,fr FRA,GK,Metz,fr Ligue 1,27,1994,17.1,0,0,0,,0.00,0.00,,,,0,0,0
Jens Cajuste,se SWE,MFFW,Reims,fr Ligue 1,21,1999,4.0,2,8,6,75.0,1.98,1.48,0.13,0.17,16.9,0,1,1
Cala,es ESP,DF,Cádiz,es La Liga,31,1989,10.5,0,5,0,0.0,0.48,0.00,0.00,,9.2,0,0,0
Davide Calabria,it ITA,DF,Milan,it Serie A,24,1996,23.5,2,36,8,22.2,1.53,0.34,0.06,0.25,20.6,0,0,0
Riccardo Calafiori,it ITA,DF,Genoa,it Serie A,19,2002,0.9,0,1,0,0.0,1.10,0.00,0.00,,12.9,0,0,0
Riccardo Calafiori,it ITA,DF,Roma,it Serie A,19,2002,1.9,0,0,0,,0.00,0.00,,,,0,0,0
Mattia Caldara,it ITA,DF,Venezia,it Serie A,27,1994,30.0,1,16,7,43.8,0.53,0.23,0.06,0.14,14.5,0,0,0
Calderón,es ESP,DF,Betis,es La Liga,21,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0
Fernando Calero,es ESP,DF,Espanyol,es La Liga,25,1995,12.1,0,1,0,0.0,0.08,0.00,0.00,,15.3,0,0,0
Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,24,1996,22.9,2,12,4,33.3,0.53,0.18,0.17,0.50,10.6,0,0,0
Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,27,1994,27.6,7,62,15,24.2,2.25,0.54,0.06,0.27,24.3,9,3,3
Daniel Caligiuri,it ITA,DFMF,Augsburg,de Bundesliga,33,1988,22.3,4,33,10,30.3,1.48,0.45,0.03,0.10,24.2,4,3,3
José Callejón,es ESP,FW,Fiorentina,it Serie A,34,1987,14.4,1,17,5,29.4,1.18,0.35,0.06,0.20,14.8,1,0,0
Lucas Calodat,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,24,1997,14.3,5,30,11,36.7,2.10,0.77,0.10,0.27,13.8,0,2,3
Mahdi Camara,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,23,1998,34.1,3,28,15,53.6,0.82,0.44,0.11,0.20,18.7,0,0,0
Mamadou Camara,fr FRA,FW,Troyes,fr Ligue 1,20,2001,0.4,0,1,1,100.0,2.25,2.25,0.00,0.00,12.6,0,0,0
Víctor Camarasa,es ESP,MFFW,Betis,es La Liga,27,1994,1.2,0,1,0,0.0,0.83,0.00,0.00,,33.0,0,0,0
Eduardo Camavinga,fr FRA,MF,Real Madrid,es La Liga,18,2002,13.7,2,12,5,41.7,0.87,0.36,0.17,0.40,24.2,0,0,0
Eduardo Camavinga,fr FRA,MF,Rennes,fr Ligue 1,18,2002,1.6,0,0,0,,0.00,0.00,,,,0,0,0
Andrea Cambiaso,it ITA,DF,Genoa,it Serie A,21,2000,19.9,1,13,5,38.5,0.65,0.25,0.08,0.20,21.1,0,0,0
José Campaña,es ESP,MF,Levante,es La Liga,28,1993,15.8,2,12,5,41.7,0.76,0.32,0.17,0.40,21.4,1,0,1
Chem Campbell,wls WAL,MF,Wolves,eng Premier League,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Emre Can,de GER,DFMF,Dortmund,de Bundesliga,27,1994,18.8,5,7,2,28.6,0.37,0.11,0.14,0.50,30.6,0,4,4
Sergio Canales,es ESP,FWMF,Betis,es La Liga,30,1991,31.0,5,54,24,44.4,1.74,0.77,0.09,0.21,21.0,3,0,0
Matteo Cancellieri,it ITA,MFDF,Hellas Verona,it Serie A,19,2002,2.5,1,4,1,25.0,1.59,0.40,0.25,1.00,20.4,0,0,0
