Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,26,1995,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1
Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,29,1992,24.2,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,18,3
Valentino Scotta,es ESP,DF,Sevilla,es La Liga,19,2001,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Demba Seck,sn SEN,MFFW,Torino,it Serie A,20,2001,1.6,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0
Aleksandar Sedlar,rs SRB,DFMF,Mallorca,es La Liga,29,1991,4.5,5,3,4,1,0,3,5,60.0,2,4,4,0,5,10,19,0
Paul Seguin,de GER,MF,Greuther Fürth,de Bundesliga,26,1995,23.4,50,31,15,32,3,26,56,46.4,30,27,3,24,19,69,30,1
Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,21,2000,15.7,34,20,20,13,1,16,27,59.3,11,25,11,14,34,68,49,1
Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,26,1995,11.2,5,4,1,3,1,1,3,33.3,2,6,1,5,1,6,11,0
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,29,1992,37,1,1,1,0,0,0,0,,0,0,0,0,1,2,22,0
Ken Sema,se SWE,MFFW,Watford,eng Premier League,27,1993,9.5,16,6,11,4,1,9,20,45.0,11,10,0,10,5,21,11,0
Nélson Semedo,pt POR,MFDF,Wolves,eng Premier League,27,1993,23.7,58,39,39,17,2,25,49,51.0,24,23,4,19,21,79,64,1
Lion Semić,de GER,DF,Dortmund,de Bundesliga,17,2003,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Adrian Šemper,hr CRO,GK,Genoa,it Serie A,23,1998,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Stefano Sensi,it ITA,MFFW,Sampdoria,it Serie A,25,1995,8.4,18,9,10,6,2,10,23,43.5,13,2,0,2,6,24,4,0
Stefano Sensi,it ITA,MFFW,Inter,it Serie A,25,1995,1.9,4,3,1,3,0,2,4,50.0,2,2,0,2,0,4,2,0
Luigi Sepe,it ITA,GK,Salernitana,it Serie A,30,1991,15.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0
Suat Serdar,de GER,MFFW,Hertha BSC,de Bundesliga,24,1997,24.6,64,30,24,29,11,25,55,45.5,30,32,3,29,20,84,14,0
Laurens Serpe,it ITA,DF,Genoa,it Serie A,20,2001,0.5,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0
Janni Serra,de GER,FW,Arminia,de Bundesliga,23,1998,12.4,4,2,2,0,2,2,7,28.6,5,8,3,5,5,9,19,0
Javier Serrano,es ESP,MF,Atlético Madrid,es La Liga,18,2003,0.8,3,1,0,3,0,2,4,50.0,2,0,0,0,3,6,2,0
Nicolás Serrano,es ESP,MFFW,Athletic Club,es La Liga,18,2003,3.5,9,6,3,5,1,3,10,30.0,7,5,1,4,2,11,3,0
Zidan Sertdemir,dk DEN,MFFW,Leverkusen,de Bundesliga,16,2005,0.2,2,2,2,0,0,0,0,,0,0,0,0,0,2,0,0
Ryan Sessegnon,eng ENG,DFMF,Tottenham,eng Premier League,21,2000,11.6,25,19,14,7,4,11,22,50.0,11,18,3,15,7,32,26,0
Nils Seufert,de GER,MF,Greuther Fürth,de Bundesliga,24,1997,1.1,3,2,1,1,1,0,1,0.0,1,0,0,0,0,3,0,0
Salva Sevilla,es ESP,MF,Mallorca,es La Liga,37,1984,16.7,18,12,8,8,2,6,17,35.3,11,12,6,6,14,32,11,0
Stephan El Shaarawy,it ITA,FWDF,Roma,it Serie A,28,1992,11.7,13,8,4,9,0,4,6,66.7,2,10,2,8,11,24,8,0
Jamie Shackleton,eng ENG,DFMF,Leeds United,eng Premier League,21,1999,7.9,27,16,19,7,1,13,25,52.0,12,11,7,4,8,35,12,1
Xherdan Shaqiri,ch SUI,FWMF,Lyon,fr Ligue 1,29,1991,7.5,7,3,0,5,2,2,10,20.0,8,2,0,2,2,9,2,0
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,26,1995,17.8,21,13,9,9,3,12,21,57.1,9,22,11,11,9,30,22,2
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,29,1992,22,30,17,12,18,0,14,34,41.2,20,22,7,15,22,52,20,2
Aimar Sher,se SWE,MF,Spezia,it Serie A,18,2002,0.5,2,1,1,1,0,0,1,0.0,1,1,0,1,3,5,1,0
Eldor Shomurodov,uz UZB,FWMF,Roma,it Serie A,26,1995,8.7,5,4,0,4,1,1,10,10.0,9,8,0,8,2,7,5,0
Shola Shoretire,eng ENG,MF,Manchester Utd,eng Premier League,17,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mahame Siby,ml MLI,DF,Strasbourg,fr Ligue 1,25,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
Aboubakar Sidibé,fr FRA,DF,Clermont Foot,fr Ligue 1,25,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Alassane Sidibe,ci CIV,MF,Atalanta,it Serie A,19,2002,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,29,1992,10.5,24,13,13,8,3,9,24,37.5,15,10,1,9,16,40,13,0
Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,23,1998,0.9,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0
Francisco Sierralta,cl CHI,DF,Watford,eng Premier League,24,1997,4.7,7,3,7,0,0,5,8,62.5,3,7,2,5,6,13,35,0
Arnór Sigurðsson,is ISL,FWMF,Venezia,it Serie A,22,1999,2,1,1,0,1,0,1,2,50.0,1,2,0,2,1,2,0,0
Kiliann Sildillia,fr FRA,DFMF,Freiburg,de Bundesliga,19,2002,1.9,7,3,3,4,0,3,6,50.0,3,1,0,1,2,9,7,1
Adrien Silva,pt POR,MF,Sampdoria,it Serie A,32,1989,12,24,12,14,5,5,9,33,27.3,24,15,5,10,23,47,23,0
André Silva,pt POR,FW,RB Leipzig,de Bundesliga,25,1995,23.1,13,9,2,3,8,4,13,30.8,9,20,2,18,2,15,15,0
Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,26,1994,31.7,57,29,19,19,19,31,67,46.3,36,24,2,22,20,77,19,0
Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,24,1997,29.6,53,30,31,18,4,28,59,47.5,31,30,6,24,27,80,37,3
David Silva,es ESP,MF,Real Sociedad,es La Liga,35,1986,19.1,28,17,10,11,7,3,20,15.0,17,13,3,10,7,35,12,0
Fábio Silva,pt POR,FW,Wolves,eng Premier League,19,2002,6.4,3,2,0,2,1,0,8,0.0,8,2,0,2,1,4,1,0
Gabriel Silva,br BRA,DFMF,Saint-Étienne,fr Ligue 1,30,1991,7.9,12,7,7,2,3,9,13,69.2,4,9,3,6,17,29,13,0
Jonathan Silva,ar ARG,DFFW,Getafe,es La Liga,27,1994,2.5,10,8,4,4,2,7,12,58.3,5,4,0,4,3,13,7,0
Rui Silva,pt POR,GK,Betis,es La Liga,27,1994,21.8,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,11,1
Thiago Silva,br BRA,DF,Chelsea,eng Premier League,36,1984,29.4,32,21,19,12,1,11,22,50.0,11,54,31,23,44,76,100,0
Marco Silvestri,it ITA,GK,Udinese,it Serie A,30,1991,35,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,11,1
Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,21,2000,22.3,48,27,25,21,2,27,41,65.9,14,22,11,11,40,88,46,1
Giovanni Simeone,ar ARG,FW,Hellas Verona,it Serie A,26,1995,29.5,27,15,6,12,9,9,39,23.1,30,37,3,34,6,33,23,0
Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,26,1995,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,18,2002,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ellis Simms,eng ENG,FW,Everton,eng Premier League,20,2001,0.7,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
Moses Simon,ng NGA,FWMF,Nantes,fr Ligue 1,26,1995,25.9,17,11,6,5,6,11,23,47.8,12,14,3,11,12,29,5,0
Unai Simón,es ESP,GK,Athletic Club,es La Liga,24,1997,34,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,1
Xavi Simons,nl NED,MFFW,Paris S-G,fr Ligue 1,18,2003,1.5,1,1,0,1,0,1,2,50.0,1,3,0,3,0,1,0,0
Wilfried Singo,ci CIV,DF,Torino,it Serie A,20,2000,29,55,35,24,24,7,24,34,70.6,10,26,6,20,23,78,47,0
Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,26,1995,3.9,6,2,4,0,2,3,7,42.9,4,3,1,2,3,9,6,0
Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,33,1988,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,19,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Salvatore Sirigu,it ITA,GK,Genoa,it Serie A,34,1987,37,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,19,2
Issouf Sissokho,ml MLI,MF,Bordeaux,fr Ligue 1,19,2002,4.8,17,8,2,13,2,8,17,47.1,9,8,1,7,7,24,0,0
Ibrahima Sissoko,fr FRA,MFDF,Strasbourg,fr Ligue 1,23,1997,25.6,47,23,18,20,9,19,46,41.3,27,32,11,21,35,82,31,0
Moussa Sissoko,fr FRA,MF,Watford,eng Premier League,31,1989,35.8,53,27,27,20,6,28,42,66.7,14,42,13,29,30,83,64,0
Nelson Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,24,1997,0.5,2,0,2,0,0,1,1,100.0,0,0,0,0,0,2,2,0
Sambou Sissoko,fr FRA,MFDF,Reims,fr Ligue 1,22,1999,2,12,6,6,4,2,6,8,75.0,2,2,0,2,2,14,7,0
Antonio Sivera,es ESP,GK,Alavés,es La Liga,24,1996,3.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,26,1995,20.2,55,33,25,26,4,22,41,53.7,19,41,7,34,37,92,35,1
Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,20,2000,15,33,19,14,18,1,15,31,48.4,16,19,7,12,12,45,10,1
Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,21,1999,13,16,9,8,7,1,9,11,81.8,2,17,10,7,8,24,55,1
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,30,1991,36,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,17,0
Andreas Skov Olsen,dk DEN,FWDF,Bologna,it Serie A,21,1999,8.3,12,10,4,4,4,5,11,45.5,6,9,1,8,3,15,11,0
Robert Skov,dk DEN,FWDF,Hoffenheim,de Bundesliga,25,1996,4.1,3,2,1,1,1,2,9,22.2,7,2,0,2,3,6,3,0
Milan Škriniar,sk SVK,DF,Inter,it Serie A,26,1995,35,47,27,26,17,4,24,42,57.1,18,36,25,11,25,72,90,1
Islam Slimani,dz ALG,FW,Lyon,fr Ligue 1,33,1988,6.4,3,2,0,1,2,1,6,16.7,5,4,0,4,2,5,5,0
William Smallbone,ie IRL,MFFW,Southampton,eng Premier League,21,2000,1.5,4,4,2,2,0,1,3,33.3,2,4,0,4,2,6,0,0
Chris Smalling,eng ENG,DF,Roma,it Serie A,31,1989,23.2,36,23,28,8,0,18,25,72.0,7,32,24,8,26,62,92,1
Emile Smith Rowe,eng ENG,MFFW,Arsenal,eng Premier League,21,2000,21.3,14,7,7,7,0,4,20,20.0,16,18,1,17,15,29,10,1
Cédric Soares,pt POR,DF,Arsenal,eng Premier League,29,1991,16.5,38,26,23,9,6,16,25,64.0,9,18,7,11,16,54,31,1
Danilo Soares,br BRA,DF,Bochum,de Bundesliga,29,1991,28.5,109,71,61,39,9,56,84,66.7,28,63,9,54,62,171,65,2
Rubén Sobrino,es ESP,MF,Valencia,es La Liga,29,1992,0.2,1,1,1,0,0,1,1,100.0,0,1,0,1,2,3,0,0
Rubén Sobrino,es ESP,FWMF,Cádiz,es La Liga,29,1992,20.7,28,17,11,10,7,5,35,14.3,30,21,1,20,21,49,18,0
Alex Sola,es ESP,DFFW,Real Sociedad,es La Liga,22,1999,0.5,1,1,1,0,0,1,3,33.3,2,1,0,1,2,3,3,0
Augusto Solari,ar ARG,MFDF,Celta Vigo,es La Liga,29,1992,7.9,24,12,9,12,3,12,32,37.5,20,14,4,10,7,31,10,1
Roberto Soldado,es ESP,FW,Levante,es La Liga,36,1985,7.4,3,1,0,1,2,1,3,33.3,2,4,0,4,1,4,7,0
Carlos Soler,es ESP,MF,Valencia,es La Liga,24,1997,27.5,29,19,10,15,4,11,37,29.7,26,19,4,15,14,43,28,0
Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,32,1988,33,0,0,0,0,0,0,2,0.0,2,0,0,0,3,3,8,3
Son,es ESP,DF,Levante,es La Liga,27,1994,21.9,28,18,16,7,5,17,34,50.0,17,11,5,6,19,47,33,1
Brandon Soppy,fr FRA,DFMF,Udinese,it Serie A,19,2002,8.6,20,9,8,10,2,11,16,68.8,5,10,2,8,5,25,9,1
David Soria,es ESP,GK,Getafe,es La Liga,28,1993,37.9,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,22,2
Roberto Soriano,it ITA,MF,Bologna,it Serie A,30,1991,29.1,57,30,27,22,8,17,56,30.4,39,37,3,34,22,79,32,0
Alberto Soro,es ESP,MFFW,Granada,es La Liga,22,1999,6.4,12,10,3,6,3,1,7,14.3,6,21,2,19,3,15,4,0
Borna Sosa,hr CRO,DFFW,Stuttgart,de Bundesliga,23,1998,27.8,22,12,14,5,3,12,26,46.2,14,30,3,27,26,48,61,0
Hugo Sotelo,es ESP,FW,Celta Vigo,es La Liga,17,2003,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Florian Sotoca,fr FRA,FWMF,Lens,fr Ligue 1,30,1990,27.6,31,19,7,20,4,12,51,23.5,39,31,4,27,25,56,41,0
Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,22,1999,13.8,9,4,4,4,1,3,9,33.3,6,3,0,3,1,10,2,0
Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,26,1995,34,66,32,27,33,6,28,65,43.1,37,34,13,21,52,118,98,1
Matìas Soulé,ar ARG,FW,Juventus,it Serie A,18,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Sambou Soumano,sn SEN,FWMF,Lorient,fr Ligue 1,20,2001,5,4,1,1,2,1,2,2,100.0,0,3,0,3,1,5,7,0
Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,29,1992,25.2,15,5,5,8,2,4,9,44.4,5,22,16,6,34,49,95,0
Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,22,1999,12.2,19,13,10,8,1,8,17,47.1,9,13,1,12,14,33,18,0
Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,29,1992,25.9,56,35,30,17,9,32,65,49.2,33,21,7,14,34,90,60,1
Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,24,1997,26.8,57,33,28,25,4,22,60,36.7,38,35,8,27,50,107,20,1
Saidou Sow,gn GUI,DF,Saint-Étienne,fr Ligue 1,19,2002,11,28,17,21,6,1,16,21,76.2,5,15,5,10,23,51,34,0
Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,25,1996,27.7,47,30,32,12,3,26,42,61.9,16,44,27,17,32,79,115,1
Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,28,1993,1.4,0,0,0,0,0,0,1,0.0,1,4,1,3,0,0,3,0
Marco Sportiello,it ITA,GK,Atalanta,it Serie A,29,1992,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Tony Springett,eng ENG,MFFW,Norwich City,eng Premier League,18,2002,1.6,2,1,1,1,0,1,4,25.0,3,0,0,0,0,2,2,0
Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,24,1996,6.7,13,9,7,6,0,7,8,87.5,1,7,3,4,14,27,14,0
Anton Stach,de GER,MF,Mainz 05,de Bundesliga,22,1998,20.7,28,19,14,13,1,15,38,39.5,23,24,5,19,51,79,25,0
Kostas Stafylidis,gr GRE,DFMF,Bochum,de Bundesliga,27,1993,15.4,39,27,22,14,3,21,27,77.8,6,19,6,13,31,70,44,0
Luca Stanga,it ITA,DF,Milan,it Serie A,19,2002,0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,21,2000,7.2,21,10,7,12,2,12,18,66.7,6,7,0,7,11,32,10,2
Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,26,1995,22.6,28,16,18,10,0,12,17,70.6,5,27,17,10,36,64,122,2
Jason Steele,eng ENG,GK,Brighton,eng Premier League,30,1990,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,28,1992,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Renato Steffen,ch SUI,FWMF,Wolfsburg,de Bundesliga,29,1991,10.7,20,16,10,10,0,9,16,56.3,7,7,0,7,13,33,14,0
Zack Steffen,us USA,GK,Manchester City,eng Premier League,26,1995,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Calvin Stengs,nl NED,MF,Nice,fr Ligue 1,22,1998,11.9,16,7,6,9,1,7,20,35.0,13,10,0,10,8,24,6,0
Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,25,1996,10,24,11,15,5,4,17,33,51.5,16,13,3,10,11,35,25,0
Dale Stephens,eng ENG,MF,Burnley,eng Premier League,32,1989,1.4,4,1,0,3,1,3,8,37.5,5,4,1,3,1,5,1,0
Jack Stephens,eng ENG,DF,Southampton,eng Premier League,27,1994,9,19,12,13,5,1,6,16,37.5,10,12,7,5,19,38,42,0
Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,26,1994,23.6,23,10,3,11,9,10,23,43.5,13,12,0,12,12,35,3,0
Finley Stevens,wls WAL,DF,Brentford,eng Premier League,18,2003,0.2,3,1,0,3,0,1,1,100.0,0,0,0,0,0,3,0,0
Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,20,2001,18.8,30,17,11,15,4,9,23,39.1,14,32,6,26,9,39,16,2
Lars Stindl,de GER,MFFW,M'Gladbach,de Bundesliga,32,1988,18.1,23,15,6,14,3,9,33,27.3,24,28,2,26,10,33,14,0
Riccardo Stivanello,it ITA,DF,Bologna,it Serie A,17,2004,0.5,1,1,1,0,0,1,1,100.0,0,2,2,0,0,1,6,0
Kevin Stöger,at AUT,MF,Mainz 05,de Bundesliga,27,1993,4.7,10,5,5,5,0,4,10,40.0,6,6,0,6,5,15,1,1
Petar Stojanović,si SVN,DF,Empoli,it Serie A,25,1995,30.4,96,63,55,32,9,59,114,51.8,55,39,13,26,27,123,65,1
John Stones,eng ENG,DF,Manchester City,eng Premier League,27,1994,12.4,5,3,3,2,0,2,3,66.7,1,3,3,0,11,16,27,1
Thomas Strakosha,al ALB,GK,Lazio,it Serie A,26,1995,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,2
Stefan Strandberg,no NOR,DF,Salernitana,it Serie A,31,1990,10.4,13,8,10,3,0,8,11,72.7,3,15,13,2,9,22,49,0
Dávid Strelec,sk SVK,FWMF,Spezia,it Serie A,20,2001,5.6,4,4,1,2,1,2,9,22.2,7,8,1,7,2,6,1,0
Tobias Strobl,de GER,MFDF,Augsburg,de Bundesliga,31,1990,3.6,8,3,3,5,0,3,11,27.3,8,7,2,5,7,15,3,0
Kevin Strootman,nl NED,MF,Cagliari,it Serie A,31,1990,7.1,8,4,2,4,2,5,12,41.7,7,11,2,9,10,18,15,0
Pascal Struijk,nl NED,DFMF,Leeds United,eng Premier League,21,1999,22.8,61,39,34,23,4,30,50,60.0,20,35,23,12,33,94,60,2
Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,30,1991,7.6,5,2,3,1,1,2,3,66.7,1,2,0,2,4,9,17,0
Leo Štulac,si SVN,MF,Empoli,it Serie A,26,1994,9.3,13,6,5,6,2,7,19,36.8,12,6,2,4,8,21,15,0
Stefano Sturaro,it ITA,MF,Genoa,it Serie A,28,1993,19.6,43,26,16,16,11,22,48,45.8,26,25,1,24,15,58,29,2
Damián Suárez,uy URU,DF,Getafe,es La Liga,33,1988,30.1,74,47,34,30,10,42,91,46.2,49,46,5,41,31,105,30,0
Denis Suárez,es ESP,MF,Celta Vigo,es La Liga,27,1994,31.3,61,29,20,33,8,25,82,30.5,57,32,4,28,16,77,11,0
Luis Suárez,uy URU,FW,Atlético Madrid,es La Liga,34,1987,20.4,8,5,2,4,2,2,10,20.0,8,8,1,7,1,9,14,0
Mario Suárez,es ESP,DF,Rayo Vallecano,es La Liga,34,1987,7.9,9,4,7,2,0,3,9,33.3,6,6,4,2,7,16,37,1
Isaac Success,ng NGA,FWMF,Udinese,it Serie A,25,1996,10.1,5,2,0,3,2,1,5,20.0,4,2,0,2,2,7,6,0
Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,25,1995,20.4,29,23,21,7,1,18,24,75.0,6,16,12,4,28,57,49,0
Kamaldeen Sulemana,gh GHA,MFFW,Rennes,fr Ligue 1,19,2002,11.3,23,12,7,9,7,10,17,58.8,7,10,1,9,4,27,5,0
Crysencio Summerville,nl NED,MFFW,Leeds United,eng Premier League,19,2001,1.4,5,3,1,1,3,2,3,66.7,1,2,0,2,2,7,0,0
Vladyslav Supriaha,ua UKR,FW,Sampdoria,it Serie A,21,2000,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Suso,es ESP,FW,Sevilla,es La Liga,27,1993,4.3,4,3,1,3,0,3,13,23.1,10,4,0,4,0,4,0,0
Bosko Sutalo,hr CRO,DF,Hellas Verona,it Serie A,21,2000,10.2,20,13,11,6,3,8,16,50.0,8,10,5,5,17,37,39,0
Mattias Svanberg,se SWE,MF,Bologna,it Serie A,22,1999,28.5,39,15,15,16,8,16,54,29.6,38,31,9,22,28,67,34,0
Michael Svoboda,at AUT,DF,Venezia,it Serie A,22,1998,13.7,33,17,26,6,1,18,32,56.3,14,27,15,12,10,43,61,5
Abdoulaye Sylla,gn GUI,DF,Nantes,fr Ligue 1,21,2000,1.7,4,4,2,1,1,2,4,50.0,2,5,3,2,1,5,3,0
Mamadou Sylla,sn SEN,FWMF,Alavés,es La Liga,27,1994,4.4,2,2,0,1,1,0,1,0.0,1,0,0,0,1,3,5,0
Mamadou Sylla,sn SEN,FW,Rayo Vallecano,es La Liga,27,1994,2.8,1,1,1,0,0,0,1,0.0,1,2,0,2,4,5,3,0
Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,33,1987,2.9,3,2,0,2,1,0,2,0.0,2,2,0,2,0,3,0,0
Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,31,1990,33,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,8,1
Dominik Szoboszlai,hu HUN,MFFW,RB Leipzig,de Bundesliga,20,2000,17.1,17,12,5,9,3,8,27,29.6,19,30,3,27,10,27,15,0
Jakob Sørensen,dk DEN,MFDF,Norwich City,eng Premier League,23,1998,6.7,22,11,6,14,2,10,20,50.0,10,7,3,4,10,32,19,0
Alexander Sørloth,no NOR,FW,Real Sociedad,es La Liga,25,1995,19.6,20,7,4,10,6,7,17,41.2,10,14,1,13,4,24,15,0
Tachi,es ESP,DF,Alavés,es La Liga,23,1997,2.7,6,3,3,3,0,5,7,71.4,2,4,3,1,1,7,9,0
Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,25,1996,32,25,18,19,5,1,17,34,50.0,17,31,20,11,43,68,156,0
Waniss Taibi,fr FRA,MFFW,Angers,fr Ligue 1,19,2002,1.5,8,7,4,4,0,2,4,50.0,2,0,0,0,1,9,1,0
Flavien Tait,fr FRA,MF,Rennes,fr Ligue 1,28,1993,23.6,28,19,13,9,6,13,40,32.5,27,15,4,11,19,47,13,1
Adrien Tameze,cm CMR,MFDF,Hellas Verona,it Serie A,27,1994,28.6,52,29,24,21,7,20,59,33.9,39,40,5,35,52,104,41,0
Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,22,1999,8.2,14,8,7,6,1,9,19,47.4,10,13,5,8,9,23,31,0
Renato Tapia,pe PER,MF,Celta Vigo,es La Liga,26,1995,15.7,50,31,15,31,4,20,50,40.0,30,21,5,16,28,78,43,0
Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,22,1999,20.2,35,17,24,10,1,20,32,62.5,12,27,15,12,29,64,72,1
Florian Tardieu,fr FRA,MF,Troyes,fr Ligue 1,29,1992,29.2,58,25,31,21,6,31,71,43.7,40,31,9,22,42,100,38,0
Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,25,1995,15.9,34,18,28,5,1,24,45,53.3,21,16,9,7,23,57,35,0
Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,25,1995,16,41,26,26,14,1,24,37,64.9,13,15,4,11,25,66,39,1
Oussama Targhalline,ma MAR,FW,Marseille,fr Ligue 1,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
James Tarkowski,eng ENG,DF,Burnley,eng Premier League,28,1992,34.5,65,45,47,17,1,33,47,70.2,14,75,61,14,48,113,186,4
Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,35,1986,6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,1
Niklas Tauer,de GER,DFMF,Mainz 05,de Bundesliga,20,2001,5.4,16,9,9,7,0,9,14,64.3,5,6,2,4,9,25,14,0
Nuno Tavares,pt POR,DF,Arsenal,eng Premier League,21,2000,13.1,21,14,10,7,4,8,18,44.4,10,15,5,10,9,30,33,1
Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,27,1993,30.3,45,26,31,11,3,26,44,59.1,18,42,20,22,58,103,95,2
Loum Tchaouna,fr FRA,FWMF,Rennes,fr Ligue 1,17,2003,1,3,1,1,2,0,1,5,20.0,4,0,0,0,2,5,0,0
Warren Tchimbembé,cg CGO,MF,Metz,fr Ligue 1,23,1998,2.3,1,1,0,1,0,0,1,0.0,1,2,1,1,2,3,2,0
Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,21,2000,32.5,86,45,33,49,4,29,55,52.7,26,39,7,32,101,187,34,0
Mathys Tel,fr FRA,FWMF,Rennes,fr Ligue 1,16,2005,0.6,2,1,1,1,0,0,0,,0,0,0,0,1,3,2,0
Jordan Tell,fr FRA,FW,Clermont Foot,fr Ligue 1,24,1997,3.2,5,5,0,3,2,1,4,25.0,3,3,0,3,0,5,1,0
Nathan Tella,eng ENG,MFFW,Southampton,eng Premier League,22,1999,8.9,13,9,5,7,1,6,18,33.3,12,13,0,13,6,19,9,0
Alex Telles,br BRA,DF,Manchester Utd,eng Premier League,28,1992,18.4,48,27,35,9,4,27,43,62.8,16,17,4,13,26,74,45,0
Cristian Tello,es ESP,FW,Betis,es La Liga,29,1991,9.1,17,11,6,7,4,13,31,41.9,18,9,0,9,10,27,6,0
